LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
136-671-355-863-470,Prepn of grafted antibacterial sisal fiber,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
132-733-557-632-879,Rayon knitted fabric scouring and dyeing one bath process dyeing,Natural Textiles,Synthetic Textiles,0.75,Other,0.15
139-884-635-023-933,Kapok fiber processing technology,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
178-051-160-547-87X,Bamboo fiber textile antifouling work clothes,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
005-750-431-490-043,Anti-pilling real silk textile fabric,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
024-805-831-471-233,Stitchbonded inherently flame resistant fabrics,Natural Textiles,Mineral Textiles,0.55,Natural Textiles,0.35
184-212-740-139-874,Sweat-absorbent bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
137-795-257-868-519,Bamboo charcoal fiber home textile fabric,Natural Textiles,Metal Textiles,0.5,Natural Textiles,0.3
186-354-870-787-278,Clothes comprising carded wool inside as an insulation layer,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.15
011-445-729-932-576,WOOL TEXTILE STRUCTURE,Natural Textiles,Natural Textiles,0.96,Metal Textiles,0.01
020-939-199-042-942,Modal spandex knitted undershirt cloth,Natural Textiles,Synthetic Textiles,0.75,Other,0.15
124-525-381-191-89X,"Mat for the cultivation of vegetation, at embankments or sound barrier walls, has a layered structure containing the seeds and growth substrate between layers of plastics nets/grids and geo-textile for ground protection",Natural Textiles,Synthetic Textiles,0.75,Natural Textiles,0.25
199-854-975-466-57X,Production process of anti-wrinkle textile fabric,Natural Textiles,Natural Textiles,0.7,Synthetic Textiles,0.15
176-324-454-892-140,Method for manufacturing natural antibacterial warming knitted fabric with kapok bamboo charcoal,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.15
007-765-346-339-327,Super cold -proof anti balling -up rabbit hair cotton fiber ties up mixed yarn,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
001-779-799-252-485,Bamboo carbon fiber-cotton blended yarn-dyed home textile fabric,Natural Textiles,Natural Textiles,0.95,Other,0.02
031-416-518-929-134,Improvements in or relating to the shrinkproofing of animal fibres,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
011-936-818-440-246,Washing-resisting bamboo fiber textile product and preparation method thereof,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
084-574-828-817-273,Finishing technology for aromatic anti-bacteria cotton textile,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
042-897-454-963-569,Bamboo fiber textile fabric electric arc protective clothing,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
193-707-731-110-421,Hemostatic Textile,Natural Textiles,Mineral Textiles,0.8,Natural Textiles,0.1
120-972-697-217-784,Bamboo charcoal-cashmere blended yarn,Natural Textiles,Natural Textiles,0.98,Other,0.02
073-478-884-136-326,FLOOR STRUCTURES AND CONSTRUCTION METHOD USING HEMP AND OCHER,Natural Textiles,Natural Textiles,0.65,Mineral Textiles,0.2
008-606-008-510-871,Soybean protein fiber textile,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
105-019-277-478-937,Ramie cotton shoe,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
126-625-781-816-853,Cotton textile fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
037-951-690-513-248,High-elastic crease-resistant suede fabric,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.25
185-036-088-276-70X,Method for cleanly and efficiently preparing cotton pulp from waste cotton textiles,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
184-529-101-191-049,PROCESS FOR PRODUCTION OF ENVIRONMENT FRIENDLY FABRIC AND/OR TEXTILE PRODUCTS,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
152-188-174-220-142,Method of and apparatus for the treatment of textile fibres,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
076-422-356-743-735,"Insulating material for building components, consists of lambs wool or at least 10wt% lambs wool, as well as other fibres",Natural Textiles,Natural Textiles,0.75,Mineral Textiles,0.2
010-813-440-427-405,Shrink-proof treatment method for cashmere fibres,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
127-544-808-567-167,Blended fibres - esp for sacks etc,Natural Textiles,Other,0.6,Natural Textiles,0.2
018-671-235-445-188,"Dusters and the like Made of Vegetable Fibres, especially of Raffia.",Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
013-139-954-149-040,Sanitary towel of no collodion silk fibre preparation based on silk,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
071-565-989-858-424,Flameproofing wool textiles,Natural Textiles,Natural Textiles,0.95,Other,0.02
070-971-876-492-857,Rabbit hair knitted fabric,Natural Textiles,Natural Textiles,0.98,Other,0.02
006-129-029-448-366,VERFAHREN ZUR HERSTELLUNG VON PLATTEN ODER FORMTEILEN.,Natural Textiles,Mineral Textiles,0.8,Other,0.1
011-395-784-379-301,Waterproof antistatic imitative cashmere circle loop yarn,Natural Textiles,Synthetic Textiles,0.93,Natural Textiles,0.05
030-578-763-477-608,Use of bamboo pulp synthesized acetyl cellulose in producing acetate silk for textile,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.07
081-712-063-822-68X,"SPUN-DYED MODAL FIBRES, USE THEREOF AND PROCESS FOR PRODUCTION THEREOF",Natural Textiles,Other,0.76,Natural Textiles,0.2
097-090-437-235-453,Textile products incorporating banana or raffia fiber and methods of fabricating the same,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
112-445-474-850-019,Production process of nano titanium jute fiber anti-electromagnetic textile yarns,Natural Textiles,Natural Textiles,0.95,Metal Textiles,0.03
112-259-185-287-208,Fragrant bamboo fiber textile fabric with warmth-keeping effect,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
117-379-459-018-08X,Bamboo fiber textile fabric garment capable of isolating bromhidrosis,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
169-367-836-155-791,Textile fabric with good wear resistance,Natural Textiles,Synthetic Textiles,0.55,Natural Textiles,0.35
127-562-685-470-347,Processing method for producing ultraviolet-proof breathable textile material by utilizing regenerated cotton,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.02
004-935-534-975-013,Preparation method of rabbit manure forage,Natural Textiles,Other,1.0,Metal Textiles,0.0
169-264-005-626-845,Nano antibacterial textile fabric and preparation method thereof,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.02
024-144-695-229-120,Combined degumming technological method for jute or kenaf,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
192-784-210-050-120,Fabric woven by rayon vortex spinning machine and preparation method thereof,Natural Textiles,Synthetic Textiles,0.9,Other,0.05
105-783-162-452-597,Novel antibacterial bamboo charcoal fiber textile fabric and production process thereof,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
053-213-941-530-487,Antibacterial bamboo-cotton product,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
006-542-750-494-965,Improvements in the colouration of cellulose acetate textile yarns and fabrics,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.08
175-587-754-749-491,Warm keeping and skin caring type textile fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
137-231-935-861-313,Tencel textile fabric,Natural Textiles,Natural Textiles,0.85,Other,0.1
068-402-002-446-241,MANUFACTURING METHOD OF TEXTILE MIXED WITH COIR,Natural Textiles,Natural Textiles,0.97,Synthetic Textiles,0.01
070-990-175-588-77X,A METHOD OF PRODUCING FIBRE REINFORCED POLYMER BIOCOMPOSITE,Natural Textiles,Natural Textiles,0.95,Other,0.03
037-280-372-234-089,Outdoor sweater,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
073-617-525-546-339,Novel antibacterial anti-mite wool textile and manufacturing method thereof,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
084-491-326-186-025,PRODUCTION OF MODIFIED ACETATE TEXTILE FABRIC,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.03
138-050-847-959-12X,PRINTING OF TEXTILE PRODUCT CONTAINING ACETATE AND CELLULOSE,Natural Textiles,Synthetic Textiles,0.65,Natural Textiles,0.25
138-964-246-984-590,REINFORCED BIODEGRADABLE POLYMER,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
108-992-113-434-392,Textile fibre separation by gravity and electrostatic forces,Natural Textiles,Natural Textiles,0.8,Mineral Textiles,0.1
171-837-298-605-075,Improvements in the preparation of sisal fibre,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
089-664-544-150-05X,A method of making cellulose acetate fibre,Natural Textiles,Synthetic Textiles,0.85,Other,0.08
129-985-380-082-471,Natural fibre laminate,Natural Textiles,Natural Textiles,0.92,Other,0.05
087-618-236-224-862,Add and play chemical fibre silk,Natural Textiles,Other,0.5,Synthetic Textiles,0.4
021-463-463-194-458,Uvioresistant wool textile prepared from inorganic sulfur-bearing reducer,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
111-858-331-039-463,Preparation process of soft antistatic textile fabric,Natural Textiles,Other,0.6,Natural Textiles,0.2
115-770-146-409-863,Nano antibacterial cotton composite textile fabric,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
063-270-405-389-946,Rayon rayon jacquard fabric,Natural Textiles,Synthetic Textiles,0.75,Natural Textiles,0.15
046-614-063-566-083,Antibiotic health care quilt top facing of cotton -flax silk material,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
000-225-683-838-31X,Antifungal anti-mite textile material and preparation method thereof,Natural Textiles,Natural Textiles,0.6,Synthetic Textiles,0.35
182-920-076-922-733,Process for modifying the characteristics of structures containing keratin fibres and product thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.15
124-547-477-415-832,PRODUCTION OF TUSSAH SILK FIBRE,Natural Textiles,Natural Textiles,0.99,Other,0.005
061-788-768-530-076,Bamboo fiber textile fabric body armor,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
099-088-239-382-401,APPLICATION OF WASH-RESISTANT REPELLENT FOR BLOODSUCKING VERMIN TO TEXTILE PRODUCT,Natural Textiles,Other,0.6,Natural Textiles,0.2
080-301-693-727-959,Antibiotic ventilative underwear,Natural Textiles,Synthetic Textiles,0.55,Natural Textiles,0.35
124-108-542-746-247,TEXTILE ELEMENT,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
152-435-618-125-361,METHOD FOR MANUFACTURING BEADS CONTAINING EXOGENOUS SOY PROTEIN,Natural Textiles,Other,1.0,Metal Textiles,0.0
182-471-829-584-919,A TEXTILE AND A METHOD OF MAKING IT,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
184-361-810-190-405,"Improvements in the Treatment of Jute Bast, China Grass, Rhea, and like Plants for use in Textile Industries.",Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
081-729-324-304-305,Special antibacterial child textile,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.15
028-876-341-875-538,Ultraviolet-proof cold-resistant fabric,Natural Textiles,Metal Textiles,0.55,Natural Textiles,0.4
005-486-538-727-442,Improvements in and relating to the treatment of fibres or fibrous materials containing keratin,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
087-077-706-231-620,Moisture-absorption oil-resistant textile fabric,Natural Textiles,Other,0.55,Natural Textiles,0.2
001-538-393-781-953,FIBRILLATION OF NATURAL FIBRES,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
101-881-599-388-544,"Foam, stuffing, mixed-fibre fleece or woven fabric made from vegetable protein starting material, e.g. soya protein fibres, with added kapok fibres, used e.g. in bedding, furniture, clothing, insulation and coverings",Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
027-132-306-928-317,Procedure for forming embroidery on elastic textiles involves application of textile surface of preparation of melted cellulose acetate dissolved in propanone,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
014-734-952-740-497,Tree shelter,Natural Textiles,Natural Textiles,0.95,Other,0.02
014-458-617-571-034,Dyeing and finishing method for long staple cotton and Lyocell bamboo fiber blended high count yarn-dyed shirt fabric,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
016-716-398-182-486,Fire resistant foams,Natural Textiles,Other,0.9,Synthetic Textiles,0.04
198-741-881-983-747,Process for producing nano titanium kapok fiber anti-electromagnetic textile yarn,Natural Textiles,Natural Textiles,0.75,Mineral Textiles,0.2
057-431-543-632-227,Wet-spun yarn of refined jute-keraf fibres and its processing method,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
060-832-386-883-713,PRODUCTION OF TEXTILE PRODUCT HAVING EXCELLENT SETTABILITY,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
066-124-244-752-276,Preparation method of sisal fibre-resin base composite material,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
112-020-214-459-132,"Antibacterial, deodorant and mildew-proof cotton textile fabric",Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
127-317-360-471-051,Bamboo textile fabric folding honeycomb core and molding process thereof,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
126-661-476-022-131,"MARKED CELLULOSE ACETATE FIBRES, MANUFACTURING METHODS AND PRODUCTS COMPRISING SUCH FIBRES",Natural Textiles,Synthetic Textiles,0.97,Natural Textiles,0.01
082-686-928-358-194,Supportive insert,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
163-652-348-363-027,High-temperature-resistant fiber fleece fabric,Natural Textiles,Mineral Textiles,0.65,Natural Textiles,0.15
003-701-019-551-373,Modal fiber double-layer elastic sports towel and fabrication method thereof,Natural Textiles,Natural Textiles,0.85,Other,0.1
058-113-368-416-692,Hemostatic textile,Natural Textiles,Mineral Textiles,0.75,Natural Textiles,0.1
185-800-512-035-624,High -speed elevator wire rope uses sisal hemp core,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.005
054-842-478-064-32X,Ultraviolet-proof textile and preparation process thereof,Natural Textiles,Other,0.4,Natural Textiles,0.2
061-153-899-125-522,Modal fiber pure or blended yarn,Natural Textiles,Natural Textiles,0.65,Other,0.25
146-493-967-576-37X,"Polyamide fibre fibre, cotton fiber peacekeeping modal fibre mischgewebe",Natural Textiles,Synthetic Textiles,0.8,Natural Textiles,0.15
162-390-648-129-052,Hybrid textile for reinforcing composites,Natural Textiles,Other,0.8,Natural Textiles,0.1
160-036-026-374-85X,Textile fabric with good anti-pollution effect,Natural Textiles,Metal Textiles,0.4,Natural Textiles,0.35
077-072-681-785-153,Antibacterial comfortable high-elasticity textile material,Natural Textiles,Other,0.3,Natural Textiles,0.25
003-512-511-774-306,MULTI-PLY KNIT FABRIC,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
002-101-457-707-272,High-performance polyethylene multifilament yarn,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
003-115-770-870-416,Ultrasound thermal bonding high-density polyethylene composite fiber bundle for wiping and producing method thereof,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
014-787-195-083-694,"A SYNTHETIC TEXTILE SUPPORT FOR BITUMINOUS SHEATHS, PARTICULARLY FOR COATING ROOFS",Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
002-882-355-351-708,AIRBAG BASE FABRIC AND PRODUCTION METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
006-686-772-634-810,"FIBER FOR TIRE, RUBBER/FIBER COMPLEX, AND TIRE",Synthetic Textiles,Synthetic Textiles,0.85,Metal Textiles,0.07
005-713-062-092-177,BRUSHED CIRCULAR KNITTED FABRIC,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
068-669-044-601-716,EASY-PRINT PACKAGING SHEET AND MANUFACTURING METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
055-405-767-989-071,TEXTILE ELEMENTARY MONOFILAMENT CONSISTING OF A POLYESTER,Synthetic Textiles,Synthetic Textiles,0.99,Other,0.01
098-177-932-873-661,POLYESTER FIBER AND TEXTILE PRODUCT COMPRISING THE SAME,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
058-923-496-259-032,Method of manufacturing a reinforcing thread,Synthetic Textiles,Synthetic Textiles,0.9,Natural Textiles,0.03
109-319-621-483-349,Fire-proof flannelet fabric for full-vitality textile,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
091-926-182-172-065,"Light, thin, wear-resistant and high-strength home textile fabric",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
036-696-163-593-125,"Method and apparatus for drafting and condensing a roving, particularly in a ring spinning frame",Synthetic Textiles,Other,0.75,Natural Textiles,0.1
172-243-711-620-147,Safety barrier including a method for erecting the same,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
046-163-437-946-057,"Breathable, heat-reflecting textile articles",Synthetic Textiles,Metal Textiles,0.75,Synthetic Textiles,0.2
154-158-918-484-796,"THERMOPLASTIC MODACRYLIC RESIN COMPOSITION, METHOD FOR MANUFACTURING SAME, MOLDED ARTICLE OF SAME, AND ACRYLIC FIBERS AND METHOD FOR MANUFACTURING SAME",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
148-607-545-957-397,Coated textile sleeve and method of construction thereof,Synthetic Textiles,Other,0.9,Metal Textiles,0.025
175-563-452-693-852,"PROTECTIVE GLOVE FOR ELECTRIC WELDING, AND MANUFACTURING METHOD THEREFOR",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
143-395-461-858-304,Lightweight fabrics containing carbon-containing aramid fiber blend including modacrylic fiber,Synthetic Textiles,Synthetic Textiles,0.95,Mineral Textiles,0.02
003-309-941-114-400,Pneumatic tire,Synthetic Textiles,Synthetic Textiles,0.55,Metal Textiles,0.35
114-205-798-534-960,Fire-resistant textile,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
056-618-073-436-603,A POLYESTER TEXTILE,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
185-369-352-147-671,FIRE-RESISTANT CABLED YARN AND TEXTILE,Synthetic Textiles,Synthetic Textiles,0.75,Natural Textiles,0.2
040-170-319-881-552,"Polyester, Process for Producing Polyester, and Polyester Molded Article",Synthetic Textiles,Synthetic Textiles,0.97,Mineral Textiles,0.01
164-126-758-249-266,"Acrylic polymer, plastisol, and textile ink",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
051-797-890-397-143,"Modacrylic, lyocell and nylon blended flame-retardant fabric",Synthetic Textiles,Synthetic Textiles,0.95,Natural Textiles,0.03
103-337-236-417-661,Buoyant Water Purification Pad,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
052-096-990-465-70X,Filter screen,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
086-805-330-236-461,Weather proof insulating textile fabric composite,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
148-515-330-047-283,High-elasticity textile yarn and production method thereof,Synthetic Textiles,Synthetic Textiles,0.65,Natural Textiles,0.3
085-947-994-834-824,FLAME RETARDANT FOR POLYESTER TEXTILE MATERIALS,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
043-929-979-482-362,"Core wire for drive belt, drive belt, and method for manufacturing core wire and drive belt",Synthetic Textiles,Synthetic Textiles,0.95,Mineral Textiles,0.02
096-776-537-948-557,"FLAMEPROOF POLYPHENYLENE ETHER FORMED BODY, FLAMEPROOF POLYPHENYLENE ETHER FIBER FORMED BODY, CARBON FORMED BODY, ACTIVATED CARBON FORMED BODY, AND METHOD FOR MANUFACTURING SAME",Synthetic Textiles,Synthetic Textiles,0.95,Mineral Textiles,0.02
103-364-905-302-022,Quantitative determination method for fiber content of viloft fiber and acrylic fiber or spandex blended textiles,Synthetic Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
108-318-923-498-756,ACRYLIC FIBER,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
025-984-212-106-010,METHOD OF MANUFACTURING AN INTEGRAL PROFILE MONOLITHIC WING STRUCTURE,Synthetic Textiles,Other,0.8,Synthetic Textiles,0.15
111-676-498-453-765,PRODUCING METHOD OF HIGH WATER-RESISTANT POLYURETHANE COATING RESIN RECYCLED A SPANDEX AND COATING TEXTILE ADAPTED THE SAME,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.05
154-248-672-367-678,Polyamide and polyester textiles shrinking - and bulking,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
038-543-661-608-428,FLEXIBLE BRAIDED GARDEN HOSE,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
105-814-341-800-867,Heat-insulation composite textile fabric and preparation method thereof,Synthetic Textiles,Mineral Textiles,0.88,Natural Textiles,0.05
020-346-334-782-553,Fabric-based items with stretchable bands,Synthetic Textiles,Synthetic Textiles,0.78,Metal Textiles,0.1
057-680-507-021-928,Polyester/acrylic textile product,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
031-961-801-289-391,Elastic textile fireproof fabric,Synthetic Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
010-892-773-129-818,Process for producing nerves-soothing textile fabric,Synthetic Textiles,Other,0.6,Natural Textiles,0.2
065-700-765-987-149,FLAME RESISTANT SPUN STAPLE YARNS MADE FROM BLENDS OF FIBERS DERIVED FROM DIAMINO DIPHENYL SULFONE AND MODACRYLIC FIBERS AND FABRICS AND GARMENTS MADE THEREFROM AND METHODS FOR MAKING SAME,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
094-251-938-433-605,Flame-resistant and high visibility fabric and apparel formed therefrom,Synthetic Textiles,Synthetic Textiles,0.97,Other,0.015
092-974-533-958-792,NOVEL ANTIBACTERIAL BREATHABLE FABRIC AND PREPARATION METHOD THEREOF,Synthetic Textiles,Synthetic Textiles,0.85,Natural Textiles,0.07
118-842-305-656-036,AIRBAG PATCH CLOTH,Synthetic Textiles,Synthetic Textiles,0.88,Natural Textiles,0.05
005-006-632-337-226,Breathable polyester textile knapsack,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
010-483-114-436-665,"TEXTILE PRODUCT, METHOD FOR PRODUCING SAID TEXTILE PRODUCT AND USES OF SAID TEXTILE PRODUCT",Synthetic Textiles,Other,0.8,Metal Textiles,0.05
093-082-987-835-765,Acrylic acid textile size and preparation method thereof,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
058-728-530-134-599,Textile fabric,Synthetic Textiles,Mineral Textiles,0.65,Synthetic Textiles,0.3
069-445-493-158-389,Acrylic-covered spandex yarn,Synthetic Textiles,Synthetic Textiles,1.0,Metal Textiles,0.0
078-038-346-334-643,"METHOD OF TREATING TEXTILE PRODUCT CONTAINING HIGHLY CROSSLINKED ACRYLIC POLYMER FIBER BEFORE DYEING, METHOD OF DYEING THE TEXTILE PRODUCT, TEXTILE PRODUCT TREATED BEFORE DYEING, AND TEXTILE PRODUCT",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
091-426-604-313-390,BULKED POLYESTER TEXTILES YARNS,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
181-679-370-712-994,FLAME-RETARDANT FABRIC AND WORK CLOTHING USING THE SAME,Synthetic Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
120-138-495-186-479,POLYESTER TEXTILE FABRIC,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
003-071-678-520-374,ANTIMICROBIAL TEXTILE PRODUCT,Synthetic Textiles,Synthetic Textiles,0.975,Natural Textiles,0.01
051-028-826-018-544,Modacrylic textile and production method thereof,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
054-545-363-106-947,Aerospace protective clothing fabric and processing technique thereof,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
082-938-316-934-267,Recovery device for antibacterial polyester fiber textile cloth,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
055-094-919-841-004,Flame-retardant polyester fiber composite textile,Synthetic Textiles,Metal Textiles,0.65,Synthetic Textiles,0.3
118-832-222-829-553,ACRYLIC/MODACRYLIC FIBER HAVING ANTI-ODOR EFFECT,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
122-616-758-919-205,Transmission belt.,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
080-355-619-527-872,Antistatic natural and synthetic textile materials which have been treated with salts of orthophosphoric or polyphosphoric acid,Synthetic Textiles,Synthetic Textiles,0.5,Natural Textiles,0.45
073-935-981-562-758,"Hydrophilic acrylic co-polymers - protective coatings for plants, textiles masonry, shellfish",Synthetic Textiles,Other,0.78,Natural Textiles,0.1
028-552-954-477-144,FILTER MESH,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
009-407-613-418-410,Moisture-absorbing and breathable yarn and textile process and textile product thereof,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.03
051-918-867-245-019,Textile Fabric for Martial Arts Clothing,Synthetic Textiles,Synthetic Textiles,0.6,Natural Textiles,0.35
023-944-577-245-903,Method for dyeing modacrylic/cellulosic blend fabrics,Synthetic Textiles,Synthetic Textiles,0.6,Natural Textiles,0.3
190-751-495-850-389,Modacrylic fiber blended fabric and manufacturing process thereof,Synthetic Textiles,Synthetic Textiles,0.93,Natural Textiles,0.05
152-570-703-953-665,Antistatic flame-retardant suede as well as preparation method and application thereof,Synthetic Textiles,Synthetic Textiles,0.96,Mineral Textiles,0.02
086-838-740-961-448,heat loss prevention jacket for food in cooking pot is fabricated from two or more textile layers incorporating man-made fibers,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
191-557-644-075-126,METHOD OF AGAIN PRATICAL USE IN A FILTER BAG,Synthetic Textiles,Synthetic Textiles,0.85,Mineral Textiles,0.15
079-874-082-299-425,Breathable T-shirt made of reinforced textile structure,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
119-609-125-041-11X,AIRBAG BASE FABRIC AND PRODUCTION METHOD THEREFOR,Synthetic Textiles,Synthetic Textiles,0.95,Other,0.02
137-181-608-780-177,ANTIMICROBIAL SYNTHETIC TEXTILE AND A METHOD FOR MANUFACTURING THEREOF,Synthetic Textiles,Synthetic Textiles,0.99,Metal Textiles,0.003
123-498-169-529-497,"A procedure to gel the fibers of a non-woven textile article containing modacrylic fibers. (Machine-translation by Google Translate, not legally binding)",Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
052-791-353-194-104,"Flame-resistant, high visibility, anti-static fabric and apparel formed therefrom",Synthetic Textiles,Synthetic Textiles,0.95,Metal Textiles,0.02
089-950-594-330-267,SYNTHETIC TEXTILE YARN,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
189-764-147-874-939,Acrylic and wool fabric,Synthetic Textiles,Other,0.65,Synthetic Textiles,0.2
145-396-350-163-38X,Flameproof textile articles based on halogen-containing modacrylic polymers,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
022-222-947-569-729,Nonwoven tack cloth for wipe applications,Synthetic Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
117-949-205-144-280,FREE CUT WARP-KNITTED FABRIC AND USE THEREOF,Synthetic Textiles,Synthetic Textiles,0.9,Other,0.04
178-298-340-470-229,Textile fabric with good elasticity,Synthetic Textiles,Synthetic Textiles,0.85,Natural Textiles,0.15
