LensID,Title,true_category,predicted_one,confidence_one,predicted_two,confidence_two
100-587-396-311-826,"METHOD OF PRODUCING SINTERED BODIES OF METALLIC FIBER, AND METALLIC NONWOVEN FABRIC SINTERED SHEET",Metal Textiles,Metal Textiles,0.99,Synthetic Textiles,0.005
133-885-484-951-877,"Method for Producing Planar Metallised Textile Structures, Planar Metallised Textile Structure and Use of the Thus Produced Planar Metallised Textile Structure",Metal Textiles,Metal Textiles,0.99,Mineral Textiles,0.005
141-032-301-236-05X,TEXTILE PRODUCT AND METAL FIBER,Metal Textiles,Metal Textiles,0.98,Synthetic Textiles,0.01
017-831-697-919-337,Process for electroless metallization of sheetlike textile substrates,Metal Textiles,Metal Textiles,0.98,Natural Textiles,0.005
000-272-647-193-093,Fabric cabable of reflecting radar waves - has metallic component incorporated in it,Metal Textiles,Metal Textiles,0.85,Synthetic Textiles,0.13
129-948-213-858-583,ACTIVE TEXTILES,Metal Textiles,Other,0.8,Metal Textiles,0.15
140-171-759-409-147,BURNER MEMBRANE COMPRISING MACHINED METAL FIBER BUNDLES,Metal Textiles,Metal Textiles,0.99,Mineral Textiles,0.01
029-532-429-087-322,Textile product particularly for the goldsmiths ware and clothing sectors and relative manufacturing method,Metal Textiles,Metal Textiles,0.85,Synthetic Textiles,0.1
148-070-119-579-840,Intelligent textile technology based on flexible semiconductor skins,Metal Textiles,Other,0.65,Synthetic Textiles,0.2
029-524-899-197-841,Use of a textile pile material,Metal Textiles,Other,0.7,Natural Textiles,0.1
027-646-091-243-051,A METAL ELEMENT BASED TEXTILE PRODUCT WITH IMPROVED WIDTHWISE STABILITY,Metal Textiles,Metal Textiles,0.99,Synthetic Textiles,0.005
166-728-973-131-747,A TEXTILE STRUCTURE FOR THE REINFORCEMENT OF A POLYMER MATERIAL,Metal Textiles,Metal Textiles,0.99,Synthetic Textiles,0.005
059-731-245-832-973,A TEXTILE FABRIC OF METAL-COATED FIBERS FOR ELECTROMAGNETIC SHIELDING AND A METHOD FOR PREPARING THE SAME,Metal Textiles,Metal Textiles,0.99,Synthetic Textiles,0.003
036-308-167-271-61X,METALLIZED BREATHABLE COMPOSITE TEXTILE AND METHOD OF FABRICATING SAME,Metal Textiles,Metal Textiles,0.85,Synthetic Textiles,0.14
182-154-987-558-928,Electronic Textiles with Electronic Devices on Ribbons,Metal Textiles,Other,0.95,Metal Textiles,0.03
042-465-840-773-553,CONDUCTIVE MATERIALS AND THEIR METHODS OF PREPARATION BY METALLIZATION WITH METAL COMPLEX CONDUCTIVE INK COMPOSITIONS,Metal Textiles,Metal Textiles,0.95,Other,0.02
037-155-582-940-886,Textile fabric structure,Metal Textiles,Other,0.85,Metal Textiles,0.12
093-620-656-078-363,Use of metallized sheet-form textile materials as reflection and polarization control media for microwaves,Metal Textiles,Metal Textiles,0.95,Natural Textiles,0.02
055-773-895-405-332,NON-LEACHING ANTI-MICROBIAL TEXTILE,Metal Textiles,Metal Textiles,0.9,Mineral Textiles,0.05
037-481-097-929-986,Water resistant textile coating and method of using the same,Metal Textiles,Other,0.95,Mineral Textiles,0.02
141-032-512-537-418,"METHOD FOR PRODUCING METALIZED TEXTILE FABRIC, METALIZED TEXTILE FABRIC, AND USE OF THE METALIZED TEXTILE FABRIC THUS PRODUCED",Metal Textiles,Metal Textiles,0.99,Other,0.005
050-042-991-028-863,TEXTILE STRUCTURE,Metal Textiles,Other,0.85,Synthetic Textiles,0.1
070-044-151-300-881,Antibacterial textile finishes utilizing zironyl acetate complexes of inorganic peroxides,Metal Textiles,Natural Textiles,0.85,Other,0.1
118-142-350-652-934,BLENDED WOVEN FABRIC USING TWISTED METALLIC YARN,Metal Textiles,Metal Textiles,0.98,Natural Textiles,0.005
175-385-729-694-42X,"Method for producing metal nanofibers, yarns and textiles",Metal Textiles,Metal Textiles,0.98,Synthetic Textiles,0.01
015-620-233-691-87X,NATURAL SILK MADE FROM SUNFLOWER FIBRES,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
023-908-832-136-432,Shrink-proof anti-wrinkle all-cotton textile fabric,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
023-226-348-485-413,Bamboo filament underwear knitted fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
026-787-858-248-521,CLEANING CLOTH,Natural Textiles,Synthetic Textiles,0.6,Natural Textiles,0.25
011-289-808-425-861,Rayon structure,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
013-415-974-758-490,BIODEGRADABLE DISPOSABLE SCRUBBER AND METHOD FOR MAKING THE SCRUBBER,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
037-200-533-346-768,Flame resistant fabrics having cellulosic filament yarns,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
006-871-513-754-919,"Yarns, high wear resistance fabrics and objects made therefrom",Natural Textiles,Synthetic Textiles,0.7,Mineral Textiles,0.14
030-361-226-191-56X,Anti-mosquito fabric capable of permanently releasing large number of anions,Natural Textiles,Synthetic Textiles,0.85,Other,0.07
016-916-010-019-268,METHOD FOR PRODUCING BAMBOO BOARD,Natural Textiles,Natural Textiles,0.8,Other,0.2
040-071-409-533-216,Wear-resistant bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.98,Other,0.02
052-537-615-048-542,Textile fabric with good breathable effect,Natural Textiles,Synthetic Textiles,0.8,Natural Textiles,0.15
087-875-708-278-082,Textile bag,Natural Textiles,Natural Textiles,0.99,Other,0.01
068-755-367-742-573,Preparation of stretchable wool textiles,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
079-455-339-538-481,Process for flame-proofing treatment of textile sheet materials and products treated by such process,Natural Textiles,Other,0.85,Natural Textiles,0.05
071-317-891-936-356,Health-care bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.8,Synthetic Textiles,0.1
066-537-410-049-259,Chitin fibre silk fibre blending facial mask,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
119-529-777-863-389,"Compound black reactive dye composition, and applications thereof and fiber or fiber textile made thereby",Natural Textiles,Other,0.9,Natural Textiles,0.04
092-829-375-033-995,Smooth rabbit wool textile,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.23
114-391-123-860-903,A METHOD OF PRODUCING PAPER FROM KENAF,Natural Textiles,Natural Textiles,0.99,Other,0.01
112-806-627-480-583,Improvements in or relating to yarns or textiles made from such yarns which are manufactured of rabbit's hair,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
138-773-023-677-305,Banana technical fiber and flax blended sofa fabric,Natural Textiles,Natural Textiles,0.99,Other,0.01
142-522-502-667-41X,MANUFACTURING METHOD FOR COIR NET,Natural Textiles,Natural Textiles,1.0,Metal Textiles,0.0
155-459-733-164-281,"Ramie textile finishing agent, finishing method and application",Natural Textiles,Natural Textiles,1.0,Metal Textiles,0.0
135-459-197-742-31X,Hemp textile,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
131-233-479-546-109,Catamenial tampon - with rayon fibres projection through crepe paper layer,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.07
030-530-070-052-831,Process for the treatment of raw vegetable fibres,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
137-428-375-535-147,Bamboo fiber and modal four-side elastic fabric and weaving technology thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.15
042-909-978-655-714,FLAME RETARDANT TREATMENT OF POLYAMIDE FIBRE MATERIAL,Natural Textiles,Other,0.8,Natural Textiles,0.1
073-937-277-311-612,"A method for preparing a product of angora fibre, a product made of angora fibre, and the use of a product made of angora fibre",Natural Textiles,Natural Textiles,0.99,Other,0.01
196-274-050-199-457,Mosquito-repelling textile composite fabric,Natural Textiles,Natural Textiles,0.7,Other,0.25
018-025-829-649-771,Anti-fracture textile yarn,Natural Textiles,Other,0.6,Synthetic Textiles,0.25
110-714-099-536-457,Vinyl acetate-ethylene-copolymer dispersions and textile web material treated therewith,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
095-968-305-263-962,Flashy bamboo charcoal textile fabric and preparation method thereof,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
132-887-594-932-557,Ultra-light organic cotton textile fabric and preparation method thereof,Natural Textiles,Natural Textiles,0.6,Synthetic Textiles,0.35
099-915-591-660-032,Waterproof textile,Natural Textiles,Other,0.7,Synthetic Textiles,0.2
102-801-274-692-090,Ramie fibers processing machine,Natural Textiles,Natural Textiles,0.95,Other,0.05
128-104-069-507-335,TECHNOLOGY FOR RECLAIMING SILK FIBRE FROM BISU WASTE,Natural Textiles,Natural Textiles,0.99,Other,0.01
094-555-638-850-469,Improvements relating to felted fabrics and to hat bodies made therefrom,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.3
110-923-411-162-818,Antibacterial high-tensile textile fabric,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.2
122-331-226-896-234,Double-layer leno-selvage device,Natural Textiles,Other,0.95,Natural Textiles,0.02
124-771-047-808-448,Dyeing and finishing method for flax corrosion-resistant and radiation-resistant fabric,Natural Textiles,Natural Textiles,0.5,Synthetic Textiles,0.45
027-429-449-890-560,Biologically degradable string for tying plants - comprises natural fibres e.g. cotton twisted together with degradable artificial one e.g. rayon or viscose-rayon,Natural Textiles,Other,0.7,Natural Textiles,0.25
042-610-431-812-791,Durable natural fiber textile and preparation method thereof,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
060-945-422-354-255,Natural Fibre Material,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
137-172-189-743-480,Light wt. textile floor covering,Natural Textiles,Other,0.6,Natural Textiles,0.2
073-148-533-592-803,Weft-elastic antibacterial environment-friendly comfortable stretch yarn and flax woven fabric and production process,Natural Textiles,Other,0.6,Natural Textiles,0.2
015-958-954-599-684,Bamboo fiber textile fabric breathable work clothes,Natural Textiles,Other,0.5,Natural Textiles,0.25
059-719-124-549-889,High-strength bamboo tencel home textile fabric and production method thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.15
063-008-720-434-483,Radiation-proof textile fabric,Natural Textiles,Metal Textiles,0.75,Natural Textiles,0.2
163-420-857-564-326,Odor-resistant textile,Natural Textiles,Other,0.5,Natural Textiles,0.25
146-486-905-133-869,Method of Manufacturinng the Strechable Wool Textile and the Strechable Wool Textile Produced Thereby,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
147-542-332-757-69X,Improvements in or relating to the sizing of viscose rayon fibres and yarns,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
069-373-850-178-098,Textile fabric with high comfort,Natural Textiles,Synthetic Textiles,0.75,Natural Textiles,0.15
137-402-250-917-795,Antibacterial hydrophobic linen rayon interwoven fabric,Natural Textiles,Other,0.7,Natural Textiles,0.15
155-196-028-048-902,Process for finishing keratinous fibre fabrics,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
127-374-941-197-290,Cool and comfortable rayon Roman cloth,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
179-476-245-836-902,Polyamide fibre rayon bamboo joint latitude bullet,Natural Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
163-017-936-737-088,Novel composite fiber textile material with good breathability and anti-radiation effect,Natural Textiles,Other,0.7,Natural Textiles,0.15
189-024-617-738-808,Kenaf core/resin composite oil-absorption material and preparation method thereof,Natural Textiles,Natural Textiles,0.7,Synthetic Textiles,0.15
191-539-452-846-409,"Water jet-consolidated textile covering is for use in e.g. floor or wall coverings and made of dicotyl bast fibres (flax, hemp, jute etc) or monocotyl leaf fibres (sisal, manila etc) and/or animal hair",Natural Textiles,Natural Textiles,1.0,Metal Textiles,0.0
055-000-704-316-042,Antistatic finishing method for wool textiles,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
020-664-978-426-822,Very fine mixed angora wool/synthetic fibre yarn - has fineness of from 60 to 250 nanometres,Natural Textiles,Other,0.6,Natural Textiles,0.2
023-419-867-586-129,Durable antibacterial textile fabric and preparation method thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
187-333-957-044-403,Modal fabric,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.1
080-249-141-200-352,Oil-resistant and water-repellent cotton textile fabric,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
062-222-104-158-615,Process for the production of cashmere yarns,Natural Textiles,Natural Textiles,0.99,Metal Textiles,0.0025
107-274-364-166-879,Method for improving thermal insulation performance of kapok fiber,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
067-611-275-190-864,Technique for processing regenerated keratin functional fibre,Natural Textiles,Natural Textiles,0.7,Synthetic Textiles,0.25
027-355-159-504-300,Alkali-resistant textile fabric,Natural Textiles,Other,0.6,Synthetic Textiles,0.3
139-199-801-294-662,SILK-BASED FIBRE,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.07
134-446-500-485-821,Hyaluronic acid/silk fibroin nano-fibre and preparation method thereof,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
134-524-004-856-065,Device of many wool cashmere fibre image consecutive collection discernments,Natural Textiles,Natural Textiles,0.9,Other,0.05
120-585-322-521-835,"Wool, pearl fibre, modal, viscose blended yarn and method of processing the same",Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.2
178-066-872-771-636,Fabric based on lyocell and production process,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
111-327-088-807-668,Modal sleeping bag,Natural Textiles,Synthetic Textiles,0.6,Natural Textiles,0.4
182-615-149-828-852,Moisture-absorbing wear-resistant pilling-resistant flame-retardant fabric,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.15
098-120-410-424-386,POLYVINYL ACETATE EMULSION AND TEXTILE SIZE HAVING ANTIREDEPOSITION EFFECT,Natural Textiles,Synthetic Textiles,0.75,Other,0.15
187-316-382-204-589,Production technology of nano titanium cotton bamboo fiber anti-electromagnetic textile yarns,Natural Textiles,Metal Textiles,0.7,Natural Textiles,0.25
052-331-545-599-512,Bamboo fiber textile fabric clothes capable of preserving heat of food,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
013-140-979-404-405,Acid modified polyvinyl acetate textile sizes,Natural Textiles,Synthetic Textiles,0.98,Natural Textiles,0.01
196-713-185-051-312,ACETATE TEXTILE FABRIC AND ITS PRODUCTION,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
017-722-842-022-022,Spun silk fiber blending cotton fabric for home textiles,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
068-965-899-292-281,Non-static acetate fiber textile line with uniform dyeing and avoidance of color loss,Natural Textiles,Synthetic Textiles,0.98,Metal Textiles,0.005
083-871-233-533-874,Worsted high count yarn technological method for blended spinning cashmere fibre and natural silk fibre,Natural Textiles,Natural Textiles,0.99,Other,0.01
069-888-422-714-045,Preparation method of kapok viscose fiber,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
139-808-552-554-611,Fibrillation of natural fibres,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
129-546-598-584-138,Improvements relating to textiles containing artificial fibres of protein,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
113-272-147-513-65X,Processing method of acarus-killing antibacterial textile fabric,Natural Textiles,Other,0.95,Mineral Textiles,0.02
154-041-678-766-348,Manufacture of yarns from hard fibres,Natural Textiles,Natural Textiles,0.99,Other,0.01
170-408-711-049-729,Ramie aramid fibre scribbled and its finishing process,Natural Textiles,Other,0.8,Natural Textiles,0.1
100-302-444-047-467,Kenaf aramid fiber synthetic fiber/ aramid fiber filament composite yarn based on sirofil and processing method thereof,Natural Textiles,Other,0.8,Natural Textiles,0.1
153-256-128-574-482,RAYON FIBER,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
151-052-167-772-687,METHOD FOR MAKING A FIBRE COMPRISING NATURAL FIBRE NANOPARTICLES,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.02
138-509-104-884-768,Novel waterproof and breathable composite fiber textile material,Natural Textiles,Other,0.7,Natural Textiles,0.2
178-805-666-321-606,Silk compound fabric with it is cold -proof frivolous,Natural Textiles,Natural Textiles,0.7,Mineral Textiles,0.23
033-189-081-661-459,Ecological textile material,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
008-080-019-414-195,Down jacket fabric with nanometer self-cleaning function,Natural Textiles,Other,0.6,Natural Textiles,0.2
025-925-477-755-956,Textile fabric,Natural Textiles,Other,0.6,Natural Textiles,0.2
071-623-840-976-548,PRODUCTION OF WOOL FIBER HAVING EXCELLENT DIMENSIONAL STABILITY,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
055-831-042-219-178,Production process of banana fiber/tencel/viscose blended yarn home textile fabric,Natural Textiles,Natural Textiles,0.75,Synthetic Textiles,0.2
063-346-673-738-186,Bamboo fiber textile fabric children garment with high safety,Natural Textiles,Other,0.8,Natural Textiles,0.1
074-838-689-620-289,Stretch -proofing textile bamboo joint yarn,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
094-511-533-491-303,METHOD OF PRODUCING FIBRE OF KENAF BAST,Natural Textiles,Natural Textiles,0.99,Other,0.01
030-940-994-875-733,Wound textile waterproofing fabric,Natural Textiles,Other,0.6,Natural Textiles,0.2
096-622-835-330-657,Healthy yarn of tea napkin silk fibre,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
083-680-705-941-824,Preparation process of organic cotton and wool blended fabric,Natural Textiles,Natural Textiles,0.99,Other,0.01
102-930-550-334-363,Production technology of antibacterial wool textile,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
112-263-883-364-321,Plant fibre mat and method of making a plant fibre mat,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
101-776-381-872-240,Environment-friendly rayon crepe,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
109-027-805-409-579,Novel composite high-strength textile material and manufacturing method,Natural Textiles,Other,0.9,Synthetic Textiles,0.05
105-633-427-680-322,Textile method of antioxidant material,Natural Textiles,Other,0.85,Natural Textiles,0.06
161-780-864-647-724,Production process system of Lyocell spun-laced invisible nonwoven fabric,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.04
169-757-558-696-523,Antibiotic fire -retardant coarse cotton cloth that draws,Natural Textiles,Other,0.7,Metal Textiles,0.1
157-307-090-540-860,Far infrared modal fiber home textile fabric,Natural Textiles,Synthetic Textiles,0.85,Natural Textiles,0.05
161-967-328-663-771,A WOVEN TEXTILE FABRIC,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.03
141-527-108-357-743,Light breathable rayon fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.04
154-048-565-758-263,Manufacturing process of moisture-absorbing and sweat-releasing cotton textile applicable to sportswear,Natural Textiles,Other,0.6,Natural Textiles,0.25
004-605-371-901-308,Crease-resistant textile fabric,Natural Textiles,Other,0.75,Synthetic Textiles,0.2
006-409-046-833-588,NATURAL FIBRE MATERIAL,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
038-929-288-793-603,Natural fibre modifying method and modified fibre,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
079-257-993-133-860,Novel crease-resistant knitted fabric,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
048-648-890-247-359,Processing technology of decomposable environment-friendly textile,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.03
052-741-934-098-692,Preparation method of banana nanocellulose aerogel for pH-responsive oil-water separation,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
073-477-158-849-183,MULTIFUNCTIONAL FABRIC MADE OF NATURAL FIBRES OF ROMANIAN ANGORA MOHAIR IN ADMIXTURE WITH WOOL,Natural Textiles,Natural Textiles,0.99,Other,0.01
024-382-919-069-001,Ultraviolet-proof health-care textile fabric,Natural Textiles,Other,0.85,Synthetic Textiles,0.1
045-264-223-710-328,Wear resistant textile fabric of anti -tear,Natural Textiles,Synthetic Textiles,0.8,Natural Textiles,0.15
088-359-525-798-208,Double-layer flame-retardant textile fabric and manufacturing method thereof,Natural Textiles,Other,0.6,Metal Textiles,0.2
102-118-220-331-277,JUTE HEMP PROCESSED YARN AND ITS PRODUCTION,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
106-372-678-742-245,Bamboo fiber textile fabric garment capable of charging battery,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.01
119-080-073-314-94X,Ramie-yarn processing technology,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.003
142-276-160-033-298,Refined jute-kenaf fibres and application thereof,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
093-554-425-685-112,Waterproof antibacterial composite functional textile fabric,Natural Textiles,Other,0.75,Metal Textiles,0.1
141-779-081-120-789,Cashmere bamboo fibre mischgewebe,Natural Textiles,Other,0.6,Natural Textiles,0.2
105-595-521-507-521,ANTIBACTERIAL TEXTILE FINISHES UTILIZING ZIRCONYL ACETATE COMPLEXES OF INORGANIC PEROXIDES,Natural Textiles,Natural Textiles,0.8,Other,0.1
105-131-604-811-718,Preparation method for negative ion bamboo carbon fiber textile fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.08
189-684-784-344-607,Modal fiber and real silk interlaced home textile fabric,Natural Textiles,Other,0.7,Natural Textiles,0.2
192-372-590-378-134,Ramie net bundling device of ramie textile gill drawing frame,Natural Textiles,Natural Textiles,0.98,Metal Textiles,0.01
196-298-162-258-219,Shirt surface fabric that environmental protection was disinfected,Natural Textiles,Natural Textiles,0.99,Other,0.01
025-187-509-935-758,Bamboo fibre and ramie fibre mixed spinning fabric and method for production thereof,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
008-143-466-532-092,Processing method for improving quality of jute fibers,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
032-332-824-357-478,Antibioticly prevent that static imitates rabbit hair surface fabric,Natural Textiles,Synthetic Textiles,0.85,Metal Textiles,0.1
068-748-390-403-064,Ramie-doped asbestos-free organic radical passenger car brake block and preparation process thereof,Natural Textiles,Natural Textiles,0.7,Metal Textiles,0.1
097-432-059-330-783,TEXTILE SHEET MATERIAL,Natural Textiles,Other,0.7,Synthetic Textiles,0.2
024-185-644-544-359,Antistatic rayon fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
098-883-593-708-482,Far infrared kapok fiber home textile fabric,Natural Textiles,Synthetic Textiles,0.65,Natural Textiles,0.3
098-048-546-709-483,Raffia yarn dyed damask surface fabric,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
121-161-273-860-327,ANTIBACTERIAL TEXTILE FINISHES UTILIZING ZINC ACETATE AND HYDROGEN PEROXIDE,Natural Textiles,Other,0.95,Natural Textiles,0.02
088-951-687-651-471,KIDNEY STONE SILK TEXTILE AND MANUFACTURING METHOD THEREOF,Natural Textiles,Natural Textiles,0.6,Mineral Textiles,0.3
127-370-525-338-500,SEWN PRODUCT MADE OF ANIMAL HAIR FIBER,Natural Textiles,Natural Textiles,0.99,Other,0.01
140-081-967-199-771,Production process of soft and washing-resistant purely-spun industrial hemp fabric,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
137-267-966-139-280,Natural ultraviolet-resistance internal decoration textile of automobile,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
176-050-250-132-443,"New or improved treatment of textile fibres, yarns or fabrics",Natural Textiles,Other,0.8,Natural Textiles,0.1
123-487-175-384-833,Home textile fabric with blending of bamboo fibre and Modal and interweaving of cotton fibre,Natural Textiles,Synthetic Textiles,0.55,Natural Textiles,0.4
182-937-697-042-692,Cotton cylinder for textile machine,Natural Textiles,Other,0.9,Natural Textiles,0.08
181-375-035-982-441,ANTIMICROBIAL FUNCTIONALIZED TEXTILES,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.05
030-737-188-349-751,Waterproof wool textile,Natural Textiles,Other,0.6,Natural Textiles,0.3
058-632-775-071-155,"Pineapple fiber, banana fiber and cotton blended home textile fabric",Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.005
013-012-030-428-105,Recycled textile fibre products for thermal insulation,Natural Textiles,Other,0.75,Natural Textiles,0.2
014-604-047-099-307,Camel hair fiber and bamboo fiber textile fabric,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
192-984-030-394-280,Antistatic-property wool sweater textile fabric,Natural Textiles,Natural Textiles,0.8,Synthetic Textiles,0.2
070-075-144-627-538,Method for improving adhesive property of ramie fibre-thermoplastic resin interface,Natural Textiles,Natural Textiles,0.98,Synthetic Textiles,0.01
066-347-287-273-265,Process for the manufacture of a pure cashmere textile article,Natural Textiles,Natural Textiles,0.95,Synthetic Textiles,0.04
098-816-609-976-685,PROCESS FOR MAKING FIBRES FROM ANIMAL HAIR,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
111-894-151-520-557,Fibrillation of natural fibres,Natural Textiles,Natural Textiles,0.99,Metal Textiles,0.0025
141-891-346-856-311,Cellulose acetate grafted polyacrylonitrile fiber applied home textile fabric,Natural Textiles,Synthetic Textiles,0.9,Natural Textiles,0.05
144-134-887-707-483,Recycling method of waste cotton textiles,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
133-639-733-916-447,TEXTILE PRODUCT CONTAINING BAMBOO FIBER,Natural Textiles,Natural Textiles,0.99,Synthetic Textiles,0.01
124-613-818-458-500,Antibacterial home textile fabric,Natural Textiles,Metal Textiles,0.6,Natural Textiles,0.25
150-644-888-451-624,Improvements relating to resilient cushioning materials,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.08
150-830-312-439-023,Cotton textile tensile test equipment,Natural Textiles,Other,0.9,Natural Textiles,0.1
117-058-085-868-620,Warm-keeping knitted fabric,Natural Textiles,Synthetic Textiles,0.7,Natural Textiles,0.2
157-755-280-135-208,METHOD OF MAKING YARNS FROM ANGORA RABBIT'S WOOL,Natural Textiles,Natural Textiles,0.9,Synthetic Textiles,0.06
164-814-606-755-361,Linen blended yarn and fabric with shrink proof function and textile process thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
199-299-124-935-729,Super-flexible textile vamp,Natural Textiles,Other,0.7,Natural Textiles,0.15
178-030-021-119-266,Health jute carpet,Natural Textiles,Natural Textiles,0.99,Other,0.01
196-569-632-927-969,Ramie knitted fabric,Natural Textiles,Natural Textiles,0.6,Synthetic Textiles,0.38
174-504-220-729-039,Composite textile fibre based on angora rabbit fur for articles of clothing and underclothing.,Natural Textiles,Other,0.7,Natural Textiles,0.15
029-483-754-477-465,Hemostatic Textile,Natural Textiles,Mineral Textiles,0.85,Natural Textiles,0.05
006-294-704-931-407,Antibiotic waterproof antistatic imitative rabbit hair circle loop yarn,Natural Textiles,Synthetic Textiles,0.95,Natural Textiles,0.02
193-570-652-447-574,Gel-containing home textile and clothing filler,Natural Textiles,Other,0.7,Natural Textiles,0.15
178-079-342-133-787,Nano silver bioactivity composite fibre fabric,Natural Textiles,Other,0.5,Natural Textiles,0.3
071-531-781-356-788,Method and apparatus for doffing and drafting textile fibers,Natural Textiles,Other,0.95,Mineral Textiles,0.02
006-757-692-666-412,Moldproof and deodorant regenerated cotton yarn textile material containing kapok fiber and used for towel and preparing method thereof,Natural Textiles,Natural Textiles,0.85,Synthetic Textiles,0.1
025-717-704-953-295,Anti-pilling flax blended fabric,Natural Textiles,Natural Textiles,0.75,Metal Textiles,0.15
