Lens ID,Combined,Keyphrases,Classifications,Category
027-429-449-890-560,"Biologically degradable string for tying plants - comprises natural fibres e.g. cotton twisted together with degradable artificial one e.g. rayon or viscose-rayon The biologically-degradable string is partic. for use once only. It comprises one or more natural fibres, twisted together with a biologically-degradable artificial one based on natural materials, typically rayon or viscose-rayon, while cotton can be used as the natural fibre. They can be twisted together at roughly 500 turns per metre, and several strands so formed can then be twisted together, successive twisting taking place in opposite directions, but at 100 turns fewer per metre than in the first operation.",,A01G9/12;;D07B1/02;;A01G9/12;;D07B1/02,naturalTextiles
042-610-431-812-791,"Durable natural fiber textile and preparation method thereof The invention discloses a durable natural fiber textile and a preparation method thereof. The durable chemical components comprise a cross-linked polyvinyl acetate adhesive and a common coating. The preparation method comprises the steps of: firstly, collecting or separating plant fiber or collecting animal protein fiber from plant, removing dust, removing impurity, cleaning and drying, spinning,bleaching and dyeing the above-mentioned natural fiber, then weaving the formed spindle into cloth blank or other textiles; then coating the fiber textile with cross-linked polyvinyl acetate, coveringthe fiber textile, drying and curing the cross-linked polyvinyl acetate coating, and using the cross-linked polyvinyl acetate coating as a protective coating of the fiber textile; finally, coating another layer of crosslinked polyvinyl acetate or one or more layers of conventional coatings. By the method, the waterproof, mildew-proof, corrosion-proof and durable performances of the natural fibertextile can be improved. In the present invention, the crosslinked polyvinyl acetate can be used as both a primer coating for natural fiber textiles and a top coating thereof.",,D06N3/183;;D06N3/04;;D06N3/042;;D06N3/121;;D06N3/12;;D06N3/147;;D06N3/0006;;D06N3/0015;;D06N3/0059;;D06N3/0061;;D06N3/0063;;D06N2201/045;;D06N2201/042;;D06N2201/06;;D06N2209/143;;D06N2203/08;;D06N2209/1671;;D06N2209/1621;;D06N2209/128;;C09D195/00;;C09J131/04;;C09D131/04;;D06M15/333;;D06M2101/06;;D06M2101/12;;D06M2101/14;;D06M2200/12;;D06N3/0006;;D06N3/0015;;D06N3/04;;D06N3/183;;D06N2201/042;;D06N2201/045;;D06N2201/06;;D06N2203/045;;D06N2209/142;;D06N2209/1628;;D06N2211/122;;D06N2211/06;;D06N5/00;;C09D133/02;;C09D5/002;;C09D175/04;;B32B2262/14;;B32B2307/41;;B32B5/08;;B32B5/26;;B32B2307/542;;B32B5/10;;B32B2307/412;;B32B2307/7145;;B32B2571/00;;B32B2262/062;;B32B2307/734;;B32B2307/546;;B32B2307/4026;;B32B5/024;;B32B2262/067;;B32B2419/06;;B32B2255/20;;B32B2255/26;;B32B2255/02;;B32B2262/04;;B32B5/022;;B32B2307/7265;;B32B2262/08;;B32B2255/28;;B32B7/12;;B32B2262/065;;B32B5/026;;B32B2479/00;;B32B2471/04;;B32B2250/02;;B32B2307/732;;B32B2250/20;;C09D5/002;;C09D129/14;;C09D133/04;;C09D167/08;;C09D195/00;;C09D175/04;;D06N2201/042;;D06N3/183;;D06N3/0006;;D06N3/14;;D06N3/042;;D06N2209/128;;C09D163/00;;D06N3/18;;D06N3/00;;D06N3/04;;D06N3/12;;D06N3/14,naturalTextiles
063-008-720-434-483,"Radiation-proof textile fabric The invention relates to a radiation-proof textile fabric. The radiation-proof textile fabric is composed of an inner layer fabric, an outer layer fabric and a metal film. The inner layer fabric is synthesized by combining 26-30 parts of cotton fibers, 30-40 parts of flax and 30-44 parts of silk; the outer layer fabric is composed of down feather and goat wool; and the metal film covers the surface of the outer layer fabric. The radiation-proof textile fabric can be worn next to the skin, can effectively resist radiation from external electromagnetic waves, and reduce harm of the electromagnetic waves to human body. An adhesive layer with meshes can guarantee breathability and wearing comfort of the radiation-proof textile fabric.",,;;B32B9/02;;B32B7/12;;B32B9/04;;B32B15/04;;B32B15/20,naturalTextiles
059-719-124-549-889,"High-strength bamboo tencel home textile fabric and production method thereof The invention discloses a high-strength bamboo tencel home textile fabric and a production method thereof. The fabric is a high-end home textile fabric which is prepared from a latest high-strength bamboo tencel compact spun 60-conut yarn by the technology of high count bamboo tencel starch slurry sizing, wide-width jet jacquard weaving and biological enzyme desizing. The fabric can overcome the defects of ordinary bamboo fiber home textile fabrics, makes up for the shortage of a tencel raw material, and can maintain the natural functional properties of bamboo tencel filaments such as bacteriostasis, moisture absorption and air permeability.",,D06M15/333;;D03D13/00;;D03D15/00;;D06C9/00;;D06L1/14;;D06L4/12;;D06L4/13;;D06M11/38;;D06M13/203;;D06M15/11;;D06M15/6436;;D06M2101/06;;D06M2200/50;;D06P1/38;;D06P1/6735;;D06P1/67358;;D06P3/66;;D10B2201/22;;D10B2401/063;;D06M15/333;;D03D13/00;;D03D15/225;;D03D15/573;;D06C9/00;;D06L1/14;;D06L4/12;;D06L4/13;;D06M11/38;;D06M13/203;;D06M15/11;;D06M15/643;;D06M101/06;;D06P1/38;;D06P1/673;;D06P3/66,naturalTextiles
060-945-422-354-255,"Natural Fibre Material A composite material comprises natural fibres, a natural flexible protein, a polysaccharide and a natural binding protein. In the preferred embodiment, the natural fibres are a 1:1 mixture of bamboo and soy fibres, the fibres, a natural flexible protein, a polysaccharide and a natural binding protein are gluten, methyl cellulose and albumin respectively in a ratio of 1:1:1.",,B65D65/466;;B65D1/0207;;B65D23/02;;B65D23/0814;;B65D81/28;;C08J5/045;;C08J2301/28;;C08J2389/00;;C08L1/28;;C08L89/00;;C08L97/02;;C08L99/00;;C08L2205/16;;C09D191/06;;C09D193/00;;C09D193/02;;Y02A40/90;;Y02W90/10;;C08L1/02;;B65D1/02;;C08L89/00,naturalTextiles
073-148-533-592-803,"Weft-elastic antibacterial environment-friendly comfortable stretch yarn and flax woven fabric and production process The invention relates to the technical field of textile, in particular to a weft-elastic antibacterial environment-friendly comfortable stretch yarn and flax woven fabric and a production process. The fabric comprises warp yarns and weft yarns, wherein the warp yarns are formed by blending bright polyester, tencel and flax; the weft yarns are formed by hard twisting of comfortable stretch yarns, the tencel and the flax; and the warp yarns and the weft yarns are flatly woven in a two-up and two-down manner. Different colored light is generated by utilizing different dyeing properties of three fibers with different properties, the woven and dyed fabric has a good different-color effect, a uniform and fine cloth cover, the hand feeling of silk, graceful luster, good hanging property and good graceful property, flax has cool and antibacterial effects, and the fabric is suitable for summer elastic fabrics such as children's clothes, shirts and the like.",,D10B2201/04;;D10B2201/22;;D10B2331/04;;D10B2401/061;;D10B2401/13;;D10B2401/20;;D03D15/47;;D03D15/217;;D03D15/283;;D03D15/50;;D03D15/547;;D03D15/56,naturalTextiles
069-373-850-178-098,"Textile fabric with high comfort The invention discloses a textile fabric with high comfort. The textile fabric comprises the following raw materials in parts by weight: 30-50 parts of cotton fibers, 20-40 parts of modal fibers, 60-80 parts of nano fibers, 5-10 parts of polyester fibers, 5-15 parts of spandex fibers, 10-15 parts of acrylic fibers, 20-40 parts of protein fibers, 10-30 parts of polytetrafluoroethylene, 5-15 parts of graphite, 20-30 parts of organic silane and 30-50 parts of ethanol. The invention relates to the technical field of textile fabrics. Cotton fibers and protein fibers are added, the softness of the composite fabric is improved; the wearing is more comfortable and proper; due to the use of wear resistant coatings, the tensile strength and the wear resistance of the textile fabric are effectively improved; the wearing comfort of the textile fabric is enhanced, the service life of the textile fabric is prolonged, the polyester fibers increase the quick drying speed, the modal fibers improve thecomfort and softness, the requirements for moisture absorption, quick drying, comfort and wear resistance are met, the comfort of the textile fabric is well improved, the dressing experience is improved, and the use feeling is better.",,B32B5/08;;B32B5/06;;B32B5/26;;B32B33/00;;B32B2250/20;;B32B2255/02;;B32B2255/26;;B32B2260/023;;B32B2260/046;;B32B2262/0246;;B32B2262/0284;;B32B2262/0292;;B32B2262/04;;B32B2262/062;;B32B2262/14;;B32B2307/54;;B32B2307/554;;B32B2307/726;;B32B2437/00;;D02G3/04;;D02G3/045;;D02G3/328;;D03D15/00;;D03D15/56;;D04B1/14;;D04B1/16;;D04B1/18;;D04B21/00;;B32B27/02;;B32B5/02;;B32B5/06;;B32B27/12;;B32B27/30;;B32B27/40;;B32B33/00;;D02G3/04;;D02G3/32;;D03D15/217;;D03D15/225;;D03D15/233;;D03D15/283;;D03D15/33;;D03D15/56;;D04B1/14;;D04B1/16;;D04B1/18;;D04B21/00,naturalTextiles
098-120-410-424-386,"POLYVINYL ACETATE EMULSION AND TEXTILE SIZE HAVING ANTIREDEPOSITION EFFECT PROBLEM TO BE SOLVED: To provide a polyvinyl acetate emulsion which has a long-term viscosity stability, good low-temperature film-forming properties even when not plasticized, forms a coating film having a high hardness and an excellent heat resistance, and prevents soil redeposition when used as a textile size. SOLUTION: This emulsion is obtained by emulsion-copolymerizing 100 pts.wt. mixture comprising 99.5-90wt.%, based on the entire mixture, vinyl acetate and 0.5-10wt.% carboxylic monomer in the presence of 30-200 pts.wt. modified starch mixture comprising 10-90wt.%, based on the entire modified starch mixture, modified starch having a viscosity of 1-1,000cP as measured in the 10% aqueous solution thereof at 50 deg.C and 10-90wt.% saccharified starch having a viscosity of 3-300cP as measured in the 50% aqueous solution thereof at 50 deg.C.",,;;C08L3/02;;C08F2/44;;C08F218/02;;C08F218/08;;C08L3/00;;C08L31/04;;D06M13/02;;D06M13/184;;D06M13/203;;D06M15/11;;D06M15/333,naturalTextiles
127-374-941-197-290,"Cool and comfortable rayon Roman cloth The utility model discloses an ice-cold and comfortable rayon Roman cloth, relates to a textile fabric, and aims to solve the problem that the wearing experience of people is influenced due to the fact that a large amount of sweat is generated due to the fact that heat is easily accumulated at the contact position of the skin and the textile fabric, the skin is adhered to the fabric, and the key point of the technical scheme is that the ice-cold and comfortable rayon Roman cloth comprises a skin-friendly layer, the skin-friendly layer is formed by knitting an upper needle dial with two needle passages and a lower needle dial with two needle passages, the skin-friendly layer is formed by knitting tight yarns and ice-cold yarns in an alternate arrangement manner, and four paths of patterns knitted by the skin-friendly layer form a cycle. According to the utility model, the skin-friendly layer adopts the tightly-twisted yarns, the surface of the skin-friendly layer is smoother due to the fact that the tightly-twisted yarns have good spinning density and less hairiness, meanwhile, the ice feeling of the fabric can be improved due to the fact that the ice-cold yarns are adopted, and the mica particles can be firmly attached to the surfaces of the yarns due to the fact that the gaps formed among the profiled fibers can contain the mica particles; and the ice-cold yarn has good ice-cold touch feeling.",,Y02P70/62;;D04B1/00;;D04B1/14;;D04B1/16;;D04B1/18,naturalTextiles
146-486-905-133-869,"Method of Manufacturinng the Strechable Wool Textile and the Strechable Wool Textile Produced Thereby The present invention relates to a method for manufacturing a stretchable wool textile, in which a thermosetting polyurethane resin is coated on a surface of wool fiber in a washing process during manufacturing the wool fiber to increase the elastic modulus of crimp wool to increase stretchability, and a stretchable wool textile manufactured thereby and, more specifically, to a method for manufacturing a stretchable wool textile and a stretchable wool textile manufactured thereby. According to the present invention, wool fiber passes through first to fourth mangles of a back washer process in a wool top dyeing step, wherein, to increase repulsive elasticity of crimp wool, the wool fiber is immersed in room temperature water including a thermosetting polyurethane resin (5%) and a silicone resin (2%) and is dried at 80 to 90°C in the fourth mangle. Then, the wool fiber is spun and woven and is cured at 160°C, such that the resins are crosslinked, thereby increasing stretchability.",,D06M15/564;;D06M15/643;;D06P3/14;;D06P5/08;;D06P5/2077;;D10B2211/02;;D10B2401/061;;D06M15/564;;D06M15/643;;D06P3/14;;D06P5/08;;D06P5/20,naturalTextiles
147-542-332-757-69X,"Improvements in or relating to the sizing of viscose rayon fibres and yarns A composition suitable for use in sizing viscose rayon fibres and yarns comprises a solution or suspension containing linseed oil or other oxidizable oil and, as an antioxidizing and stabilizing agent, a compound obtained by the reaction of a fatty acid with triethanolamine, the agent being present in the composition in an amount of 3-30% by weight based on the weight of the oil. The fatty acid used to prepare the compound may contain 10-24 carbon atoms and the compound may be triethanol-amine stearate or oleate. The composition may be in the form of an aqueous dispersion or as a solution in petrol, heptane, benzene, toluene or trichloroethylene.ALSO:Viscose rayon fibres and yarns are sized by passing them through a single bath containing, in suspension or solution, linseed oil or other oxidisable oil and as an antioxidizing and stabilizing agent, a compound obtained by the reaction of a fatty acid with triethanolamine, the agent being present in the bath in an amount of 3-30% by weight based on the weight of the oil. The fatty acid used to prepare the compound may contain 10-24 carbon atoms and the compound may be triethanolamine stearate or oleate. The composition may be used in the form of an aqueous dispersion or as a solution in petrol, heptane, benzene, toluene or trichloroethylene. The fibres or yarns may be processed in the form of cakes or hanks and may then be centrifuged and dried.",,D06M13/224;;D06M7/00;;D06M13/188;;D06M2200/40;;Y10T428/2965;;D06M13/224;;D06M7/00;;D06M13/188;;D06M2200/40;;Y10T428/2965;;C09K23/00;;D06B3/04;;D06M13/02;;D06M13/188;;D06M13/224;;D06M13/368,naturalTextiles
137-402-250-917-795,"Antibacterial hydrophobic linen rayon interwoven fabric The utility model provides an antibacterial hydrophobic linen rayon interwoven fabric which comprises antibacterial fabric rayon interwoven threads and antibacterial fabric linen textile threads, and antibacterial fibers are arranged in a rayon outer layer structure. Wherein a storage layer is arranged in the textile thread outer layer, and the storage layer is filled with an aromatic. Due to the arrangement of the antibacterial fibers, the aromatic and the storage layer, bacteria breeding can be prevented through the antibacterial fibers, and the situation that the antibacterial fibers cause secondary damage to a patient suffering from skin allergy is prevented through cooperation with the outer layer structure of the rayon.",,;;D03D15/50;;D02G3/04;;D02G3/38;;D02G3/44;;D03D15/217;;D03D15/225;;D06M13/402;;D06M13/46;;D06M101/02,naturalTextiles
155-196-028-048-902,"Process for finishing keratinous fibre fabrics A keratinous fibre containing fabric is lustred by calendering it and subjecting it to a full-decatising operation. The calendering may be carried out at 100 DEG -350 DEG F with a pressure of 1/2 -2 tons per linear inch and full decatising may be carried out using a steam interval of 1-10 minutes at autoclave pressures of 1-100 p.s.i. gauge and a vacuum interval of 2-60 minutes. Prior to calendering the fabric may be treated with a reducing agent capable of splitting the systine linkages of keratinous fibres, calendered under conditions insufficient permanently to set a substantial portion of the treated fibres and then subjected to full-decatising to set the remainder of the fibres. The reducing agent which may be applied as an aqueous solution by spraying, padding, squeezing, immersion or wetting with blankets saturated with the solution, may be an alkanolamine sulphite containing up to 8 carbon atoms in the alkyl chain, zinc or sodium formaldehyde sulphoxylate, sodium or potassium borohydride, bisulphite, sulphite, metabisulphite or hydrosulphide, ammonium bisulphite, sodium sulphide, hypophosphite, thiosulphate, or dithionate, titanous chloride, sulphurous acid, thioglycollic acid, sodium, potassium or ammonium thioglycolate, hydrogen sulphide, ethyl or butyl mercaptan, b -mercapto ethanol or a mixture thereof. The reducing agent may be used in conjunction with a swelling agent, e.g. urea, guanidine hydrochloride, formamide, N, N-dimethyl formamide, acetamide, thiourea, phenol or lithium chloride, bromide or iodide, or a low molecular weight polyhydroxy compound having a molecular weight no greater than 4,000, e.g. glycols having terminal hydroxy groups separated by 2-10 methylene groups, 1,2 propylene glycol, dipropylene glycol, 1,3-butylene glycol, diethylene glycol, polyethylene glycol, polypropylene glycol, glycerine, diethylglycerol, trimethylolethane, trimethylol butane and tris-hydroxymethylamine methane. After treatment with the reducing agent the fabric may be dried, subjected to a mild semi-decatising operation comprising 5 seconds of steaming followed by 2 minutes of vacuuming, calendered and subjected to full-decatising. Fabrics comprising sheepwool, lambwool, mohair, camelhair, alpaca, cashmere, vicuna, llama or angora wool alone or in admixture with other fibres e.g. polyester fibres, may be treated.",,D06M11/05;;D06C15/02;;D06C23/00;;D06C29/00;;D06C2700/13;;D06C2700/31;;D06C15/02;;D06C23/00;;D06C29/00;;D06M11/05,naturalTextiles
163-017-936-737-088,"Novel composite fiber textile material with good breathability and anti-radiation effect The invention discloses a novel composite fiber textile material with good breathability and anti-radiation effect. The novel composite fiber textile material is characterized by being prepared from the following raw materials by weight part: 40-60 of poultry feather, 14-17 of down, 1-3 of a silane coupling agent KH550, 1-2 of nano-silica, 1-2 of nano-silver, 14-20 of chitosan, 30-50 of polypropylene, 2-4 of Lyocell bamboo fiber, 3-5 of silver silk fiber, 1-2 of clay, and a proper amount of water. The added Lyocell bamboo fiber, silver silk fiber and clay have a synergistic effect, further enhance the breathability and anti-radiation and anti-ultraviolet interference effects, and greatly improve the protection to skin. The novel composite fiber textile material provided by the invention has the advantages of simple preparation process, wide material sources, heavy use of waste feather, good solution to the environmental pollution problem, and excellent performance, and is worth popularizing.",,;;D01F8/02;;D01F1/10;;D01F8/06;;D01F8/18,naturalTextiles
179-476-245-836-902,"Polyamide fibre rayon bamboo joint latitude bullet The utility model discloses a polyamide fibre rayon bamboo joint latitude bullet, including the surface fabric body, the surface fabric body is interweaved perpendicularly by warp and woof and forms,the warp includes first warp and second warp, the warp inserts the form cyclic queues of a second warp after according to two first warp, first warp is formed by 75D polyamide fibre and 40S rayon twisting, the woof includes first woof and second woof, the woof inserts the form cyclic queues of a second woof after according to two first woofs, first woof uses the 40D spandex as the core, 75D polyamide fibre and the twisting of 40S rayon spiral form outside the 40D spandex, second warp and second woof are the 32S rayon bunchy yarn. The utility model discloses an elasticity and wearability are all better, and the comfort level is good, and the flower type is outstanding simultaneously, and the style is unique, and the third dimension is strong.",,;;D02G3/04;;D02G3/32;;D03D13/00;;D03D15/225;;D03D15/283;;D03D15/43;;D03D15/47;;D03D15/56,naturalTextiles
189-024-617-738-808,"Kenaf core/resin composite oil-absorption material and preparation method thereof The invention relates to a kenaf core/resin composite oil-absorption material and a preparation method thereof. The preparation method is characterized in that kenaf core waste in a textile industry is taken as a raw material to carry out graft copolymerization on oil-absorption resin and cellulose on the surfaces of kenaf core particles, so as to obtain a degradable kenaf core/resin composite high-oil-absorption resin. Compared with traditional inorganic oil-absorption materials and resin oil-absorption materials, the kenaf core/resin composite oil-absorption material and the preparation method have the advantages that the production cost can be substantially lowered, the waste of the textile industry is effectively utilized, and by utilizing a unique porous structure of a kenaf core, the oil absorption and keeping properties of the oil-absorption material are greatly improved; besides, after the kenaf core is subjected to graft copolymerization with the resin, the water absorbing capacity of the kenaf core is reduced, and the ratio of the oil absorbing capacity to the water absorbing capacity of the kenaf core is increased; the kenaf core simultaneously has the biodegradability of a straw and high water absorbing performance of the resin.",,;;C08F251/02;;B01J20/26;;B01J20/30,naturalTextiles
191-539-452-846-409,"Water jet-consolidated textile covering is for use in e.g. floor or wall coverings and made of dicotyl bast fibres (flax, hemp, jute etc) or monocotyl leaf fibres (sisal, manila etc) and/or animal hair The textile covering is made of dicotyl bast fibres, such as flax, hemp, jute, kenaf, urena, rosella and ramie, or monocotyl leaf fibres such as sisal, henequen, manila, fique, ohomium, alfa grass, coir. The animal fibres are wool fibres or fine or coarse animal hair (camel, rabbit, goat or silks). The monocotyl leaf fibres, dicotyl bast fibres and animal fibres can be blended together.",,D04H1/4266;;D04H1/04;;D04H1/46;;D04H1/492;;D04H1/04;;D04H1/4266;;D04H1/46;;D04H1/492,naturalTextiles
187-333-957-044-403,"Modal fabric The utility model discloses a modal fabric, which belongs to the textile field and comprises a modal fabric layer, the bottom of the modal fabric layer is connected with a comfortable fabric layer in an interweaving manner, the bottom of the comfortable fabric layer is connected with a soft layer in an interweaving manner, the bottom of the soft layer is connected with a shaping layer in an interweaving manner, the surface of the modal fabric layer is connected with cellosilk in an interweaving manner, and the cellosilk is connected with the surface of the modal fabric layer in an interweaving manner. The comfortable fabric layer made of natural cotton is connected to the bottom of the modal fabric layer in an interweaving mode, so that the overall softness and heat retention property are improved, and the soft layer made of viscose is connected to the bottom of the comfortable fabric layer in an interweaving mode, so that the overall moisture absorption, smoothness, breathability and antistatic property are improved; by means of the shaping layer made of the polyester fabric and connected to the bottom of the softening layer in the tangling mode, the overall crease resistance is improved, the stiffness and smoothness of the modal fabric are improved, the overall deformation degree is reduced, then the overall softness and the crease resistance shaping degree of the modal fabric are high, and therefore the using feeling of a user is improved.",,;;B32B9/02;;A41B17/00;;B32B3/24;;B32B9/04;;B32B23/02;;B32B23/10;;B32B27/02;;B32B27/36,naturalTextiles
020-664-978-426-822,"Very fine mixed angora wool/synthetic fibre yarn - has fineness of from 60 to 250 nanometres Mfr. of yarns of fineness 60-250Nm made of angora wool and synthetic fibres is characterised in that the angora wool and synthetic fibres is characterised in that the angora wool is spun together with a synthetic core thread whose fineness is at most one-third of that of the resulting yarn. Yarns suitable for mfr. of high-quality fabrics are obtd., combining outstanding fineness with superior mechanical strength.",,D02G3/04;;D02G3/04,naturalTextiles
023-419-867-586-129,"Durable antibacterial textile fabric and preparation method thereof The invention discloses a durable antibacterial textile fabric and a preparation method, and relates to the technical field of textile, the durable antibacterial textile fabric comprises shell fibers, bamboo fibers, cotton fibers, jute fibers and tencel fibers, according to the size of the fabric, the fiber materials can be used in parts by weight according to the proportion, and the fabric can be made into the antibacterial textile fabric. The fabric is prepared from, by weight, 10%-15% of shell fibers, 8%-12% of bamboo fibers, 30%-50% of cotton fibers, 15%-18% of hemp fibers, 18%-23% of tencel fibers and 12%-15% of milk protein fibers. According to the present invention, with the arrangement of the honeysuckle flower extraction liquid and the agilawood powder, the bacteria on the fabric can be effectively removed, the antibacterial effect of the fabric can be improved, the fabric can well absorb the antibacterial liquid by using the soaking manner, the operation can be performed in two aspects according to the actual condition of the worker during the drying, and the drying efficiency is improved. The antibacterial fabric is simple in structure and convenient to use, the two-layer spinning fabric is made of the fibers, and spun yarns made of the tencel fibers, the hemp fibers and the milk protein fibers can effectively achieve the antibacterial effect on the fabric.",,D03D15/20;;D03D15/217;;D03D15/225;;D03D15/233;;D03D15/47;;D06M11/44;;D06M11/82;;D06M13/00;;D06M15/01;;D06M15/03;;D06M16/00;;D06M2101/04;;D06M2101/06;;D10B2201/02;;D10B2201/04;;D10B2201/10;;D10B2201/24;;D10B2211/24;;D10B2401/13;;D03D15/20;;D03D15/217;;D03D15/225;;D03D15/233;;D03D15/47;;D06M11/44;;D06M11/82;;D06M13/00;;D06M15/01;;D06M15/03;;D06M101/04;;D06M101/06,naturalTextiles
027-355-159-504-300,"Alkali-resistant textile fabric The invention discloses an alkali-resistant textile fabric which comprises the following components in parts by weight: 2-13 parts of polyvinyl chloride fiber, 4-11 parts of fully drawn yarn, 3-10 parts of printing flocking, 3-8 parts of embossing flocking, 6-9 parts of sisal hemp, 7-12 parts of leather imitation flocking, 5-13 parts of embossing jeans flocking, 1-6 parts of fancy yarn, 4-7 parts of ceiba, 5-13 parts of shetland yarn, 4-19 parts of flax, 3-17 parts of micro suede and 6-18 parts of jeans flocking. The alkali-resistant textile fabric has relatively high resistance to alkali and is not destroyed in an alkali solution; the property is beneficial to the washing of pollution, distillation and impurity removal; and meanwhile, dyeing, printing and various processing can be carried out on pure cotton textiles to generate new cotton woven products.",,;;D06N7/02,naturalTextiles
055-000-704-316-042,"Antistatic finishing method for wool textiles The invention relates to an antistatic finishing method for wool textiles and belongs to the field of textile processing. The antistatic finishing method for the wool textiles comprises the following steps: carrying out pre-treatment on wool textiles to be subjected to antistatic finishing by using gamma-mercaptopropyl triethoxy silane and carrying out the antistatic finishing after the pre-treatment. The pre-treatment process of the gamma-mercaptopropyl triethoxy silane changes a direct bonding manner of an antistatic agent and the surfaces of the wool textiles in a traditional process; wool fibers and the antistatic agent are connected to the two ends of the gamma-mercaptopropyl triethoxy silane which serves as a molecular bridge by a chemical condensation reaction, so that the bonding force of the interface is enhanced, and the antistatic performance and the washing resistance of the wool textiles are improved.",,;;D06M13/513;;D06B3/18;;D06B15/00;;D06M101/12,naturalTextiles
062-222-104-158-615,"Process for the production of cashmere yarns A process for the production of a yarn consisting completely or partly of cashmere fibres comprises the steps of selecting a quantity of fibres, removing the kemp from the selected fibres, combing to obtain slivers with aligned fibres, or 'tops'; dyeing the tops protected from the dye bath by a protective layer or bag permeable to the dye bath, and processing the tops to obtain a single yarn made of cashmere fibre.",,D01G99/00;;D01G21/00;;D01G17/00;;D01G99/00,naturalTextiles
067-611-275-190-864,"Technique for processing regenerated keratin functional fibre A functional fibre of regenerated ceratin is prepared through preparing ceratin solution from goat or sheep wool, camel or yak hair, feather, leather leftover, etc, adding one or more of metal oxide,organic metal compound, chitin, chitosan, cyclodextrin, polyether and polyacrylic acid, which have the antistatic, antibacterial, deodorizing, drying, heating lagging and hydroscopc functions, and spinning.",,;;D01F4/00,naturalTextiles
080-249-141-200-352,"Oil-resistant and water-repellent cotton textile fabric The utility model discloses an oil-resistant and water-repellent cotton textile fabric which comprises a fabric body, the fabric body comprises a first oil-resistant and water-repellent layer, a fabric inner core, an elastic net, an antibacterial layer, a second oil-resistant and water-repellent layer and a high-temperature printing layer, the fabric inner core is fixedly arranged at the top end of the first oil-resistant and water-repellent layer, the second oil-resistant and water-repellent layer is fixedly arranged at the top end of the antibacterial layer, and the high-temperature printing layer is fixedly arranged at the top end of the elastic net. A first oil-resistant water-repellent layer is fixedly arranged at the top end of the fabric body, a second oil-resistant water-repellent layer is fixedly arranged at the top end of the first oil-resistant water-repellent layer, a high-temperature printing layer is fixedly arranged at the top end of the second oil-resistant water-repellent layer, a plurality of evenly-distributed reinforcing threads are fixedly arranged in the fabric body, and fixing protrusions are fixedly connected to the middles of the reinforcing threads. The oil resistance and the water repellency are increased on the front face and the back face of the cotton textile fabric, the service life of the cotton textile fabric is greatly prolonged, the reinforcing threads and the elastic net are arranged, the structure of the cotton textile fabric is more stable, and the cotton textile fabric is not prone to deformation.",,;;B32B27/40;;B32B3/08;;B32B5/02;;B32B5/26;;B32B9/02;;B32B9/04;;B32B27/06;;B32B27/12;;B32B27/30;;B32B33/00,naturalTextiles
107-274-364-166-879,"Method for improving thermal insulation performance of kapok fiber The invention relates to the technical field of development of a textile industry, and discloses a method for improving thermal insulation performance of kapok fiber. Via research on the structure andthermal insulation principle of kapok fiber, the problem that in existing technologies, kapok fiber is processed by using a blending technology, so that product performance is seriously degraded is solved. The technology disclosed by the invention comprises the steps: preparation of an activator, pretreatment of kapok fiber, an impregnation technology and spinning after washing with water and airdrying; the prepared activator has the advantages of being high in specific surface area, extensive in micropore structure, capable of filling the interior of the kapok fiber to form a whole, and thus the processed kapok fiber is extremely high in thermal insulation, air permeability and moisture permeability, meanwhile, significantly improved in mechanical property, high in toughness, prone to tease and spin, and thus becomes an ideal textile material; by using the method, the kapok fiber can be significantly improved in strength and high in rebound resilience, so that the kapok fiber can beindependently span, the problems of fiber breakage and fibrillation caused by the effect of friction and other external forces are reduced, and the heat retention property of kapok fiber fabric can be improved, with a heat conductivity coefficient reducing to 0.018-0.020 W/mK.",,D06M11/79;;D06B21/00;;D06M11/38;;D06M13/148;;D06M13/188;;D06M13/256;;D06M2101/06;;D06M11/79;;D06B21/00;;D06M11/38;;D06M13/148;;D06M13/188;;D06M13/256;;D06M101/06,naturalTextiles
111-327-088-807-668,"Modal sleeping bag The utility model relates to a sleeping bag, in particular to a Modal sleeping bag belonging to the field of home textile products, which comprises a bag body, wherein the bag body is formed by interweaving pure cotton yarns and Modal yarns, a folded opening part is arranged inside the bag body, and the length of the folded opening part is 1/3 to 1/2 of the length of the bag body. The Modal sleeping bag has a simple structure, is convenient to use and has long service life.",,;;A47G9/08,naturalTextiles
120-585-322-521-835,"Wool, pearl fibre, modal, viscose blended yarn and method of processing the same The invention relates to blended yarn which contains wool, pearl fiber, modal fibre and viscose, and a processing method thereof. The blended yarn is composed of wool, pearl fiber, modal fibre and viscose at mass ratio as the following: wool 10-15%, pearl fiber 20-0%, modal fibre 30-35% and viscose25-30%. The blended yarn can be in pure white, bleached to be white, gray, apricot, pinkish purple, or in other colors. The performance index meets the requirements that the single yarn rupture strength is at 12.5-19.5cN/tex, the CV value of single yarn rupture strength is smaller than or equal to 6.0% and the CV value of yarn evenness variation coefficient is smaller than or equal to 15%. The processing method includes the following steps: dyeing according to the tinctorial pattern of a matching card(used when producing colored yarn), manually mixing the cotton and baling; grabbing the cotton through a disc, blending and opening the cotton, opening the cotton through carding pins, vibratingly feeding cotton, single beater lapping, combing the cotton, drawing, roving, spinning, winding and packing.",,;;D02G3/04,naturalTextiles
