Lens ID,Combined,Keyphrases,Classifications,Category
190-134-529-002-465,"Alloy wire and preparation method and application thereof The invention relates to the technical field of tungsten alloy materials, in particular to an alloy wire and a preparation method and application thereof. The alloy wire is made of tungsten alloy, the tungsten alloy comprises tungsten and zirconium oxides, and the wire diameter of the alloy wire is 100 [mu]m or below. The tensile strength of the alloy wire is 3800 MPa or above. The wire diameter of the alloy wire is 60 [mu]m or below. The diameter of a push-pull core wire of the alloy wire is less than 350 [mu]m. The ultimate elastic strength of the alloy wire is 2500 MPa or above. The tensile strength of the alloy wire is 4200 MPa or above. The alloy wire with ultrahigh strength and good toughness is obtained by doping the zirconium oxide.",,C22C27/04;;C22C32/0031;;C22C1/05;;B28D5/045;;B22F5/12;;B23D61/185;;C22C1/05;;B22F2007/066;;B22F5/12;;B22F2998/10;;C22C27/04;;C22C32/0031;;B22F1/145;;B22F1/16;;C22F1/18;;C22C1/059;;C21D9/525;;C22C27/04;;D03D15/67;;C22C1/057;;B22F5/12;;B22F2301/20;;B22F2302/25;;B23D61/185;;B28D5/045;;D03D1/0035;;D10B2101/20;;D10B2501/041;;C22C27/04;;B22F5/12;;B28D5/04;;C22C1/05;;C22C32/00,metalTextiles
188-519-074-310-933,"Infrared wall surface heater for use in home and operating hall, has electric conductors lying transverse to carbon threads at both ends of heating element that is electrically protected by layers of electrically insulating films The heater has carbon threads (2.2) woven as a heating element (2) and metallic electric conductors (2.1) into a flexible heating fabric i.e. glass thread fabric (2.3). The electric conductors lie transverse to the carbon threads at both ends of the heating element, and firmly wrapped around the carbon threads. The heating element is electrically protected by three layers of electrically insulating films (1, 3), and the electrical conductor is provided with ceramic, mirror or heat insulating plates.",,H05B3/347;;B32B5/024;;B32B2262/101;;B32B2262/103;;B32B2262/106;;B32B2262/14;;B32B2307/206;;B32B2607/02;;D03D1/0088;;D03D15/00;;D03D15/25;;D03D15/267;;D03D15/275;;D10B2101/06;;D10B2101/12;;D10B2101/20;;D10B2401/16;;D10B2503/04;;F24D13/022;;H05B2203/005;;H05B2203/011;;H05B2203/015;;H05B2203/017;;H05B2203/032;;Y02B30/00;;D03D15/275;;D03D15/00;;D03D15/25;;H05B3/34;;D03D15/00;;D06N7/00;;F24D13/00,metalTextiles
194-574-311-905-527,"Cut resistant rope A rope having a core for providing strength to the rope, where at least a metal or composite woven or warp knitted fabric having multiple substantially parallel elongated metal elements is provided around the core for protecting said core from impact and cutting, and where the multiple substantially parallel elongated elements are in the warp direction and held by yarns.",,D07B1/02;;D03D1/0043;;D03D3/005;;D04B21/14;;D07B1/025;;D07B5/02;;D07B2201/2012;;D07B2201/2015;;D07B2201/2088;;D07B2201/2089;;D07B2201/209;;D07B2201/20903;;D07B2201/20907;;D07B2201/2092;;D07B2201/2095;;D07B2205/103;;D07B2205/106;;D07B2205/201;;D07B2205/2014;;D07B2205/2032;;D07B2205/2039;;D07B2205/2042;;D07B2205/2046;;D07B2205/205;;D07B2205/3021;;D07B2205/3028;;D07B2205/3046;;D07B2401/202;;D07B2401/2075;;D07B2501/2061;;D10B2101/20;;D10B2403/02411;;D10B2403/0311;;D07B1/02;;D03D3/005;;D04B21/14;;D07B1/025;;D07B5/02;;D07B2201/2012;;D07B2201/2015;;D07B2201/2088;;D07B2201/2089;;D07B2201/209;;D07B2201/20903;;D07B2201/20907;;D07B2201/2092;;D07B2201/2095;;D07B2205/103;;D07B2205/106;;D07B2205/201;;D07B2205/2014;;D07B2205/2032;;D07B2205/2039;;D07B2205/2042;;D07B2205/2046;;D07B2205/205;;D07B2205/3021;;D07B2205/3028;;D07B2205/3046;;D07B2401/202;;D07B2401/2075;;D07B2501/2061;;D10B2101/20;;D10B2403/02411;;D10B2403/0311;;D07B1/02;;D03D3/00;;D04B21/14;;D07B5/02,metalTextiles
196-827-992-259-81X,"PRESS PAD FOR USE IN SINGLE- OR MULTI-DAYLIGHT HOT PRESSES The invention relates to a press pad (1) for use in single- or multi-daylight hot presses, consisting of a woven fabric (2), which is formed by two crossing thread systems (3, 4). Threads of the first thread system (3) are each formed by a core thread and a cladding made of an elastomer material, and threads of the second thread system (4) each contain or are completely formed of metal. The threads of the second thread system (3, 4) extend alternately above and below a group (5) of adjacent threads of the first thread system (4, 3), the group (5) consisting of at least two directly adjacent and parallel threads. Groups (5) mutually separated by at least one thread of the first thread system (3) extend congruently or are shifted relative to one another in a thread longitudinal direction. According to the invention, in order to provide a press pad (1) that meets the current requirements in respect of fast thermal conductivity and high resetting properties, the threads contained in a group (5) can all move relative to each other.",,D10B2505/00;;D03D13/004;;D03D7/00;;D10B2101/20;;D03D15/47;;B30B15/061;;D03D15/25;;B30B15/061;;D03D15/47;;D03D15/00,metalTextiles
193-764-393-063-829,"METALLIC FIBER NON-WOVEN FABRIC AND ITS PRODUCTION METHOD. This invention relates to a production method of a metallic fiber non-woven fabric having core materials obtained by depositing a metal by plating or the like method on a core material non-woven fabric obtained by combining mutually core materials such as carbon fibers by a binder to prepare a metal coated core material non-woven fabric and then annealing the metal coated non-woven fabric, to a production method of a hollow metallic fiber non-woven fabric obtained by removing the core material non-woven fabric from the metal coated core material non-woven fabric described above and further to a metallic fiber non-woven fabric having the core materials and a hollow metallic fiber non-woven fabric obtained by these methods. The resulting metallic fiber non-woven fabric has high strength at the bond portions of the metallic fibers and has a high void ratio.",,B01D39/2041;;B01D2239/0492;;B01D2239/08;;B01D2239/10;;B01D2239/1233;;D04H1/4234;;D04H1/4242;;D04H1/43828;;D04H1/43835;;D04H1/43912;;D04H1/43914;;D04H1/54;;D04H3/04;;D04H3/14;;D04H1/43912;;D04H1/43828;;D04H1/43835;;D04H1/43914;;B01D39/08;;D04H1/4234;;D04H1/4391;;D04H1/551,metalTextiles
197-965-080-906-203,"Tungsten filament yarn and textile thereof The utility model relates to the technical field of anti-cutting yarns, in particular to a tungsten filament yarn and a textile thereof. Tungsten filament yarn, the yarn comprises a core yarn and a covering yarn, wherein the core yarn is a tungsten filament, the covering yarn is at least one of polyethylene filament, polyethylene staple fiber, aromatic polyamide filament, aromatic polyamide staplefiber, polyester, chinlon, spandex, acrylic fiber, regenerated cellulose fiber, protein fiber, polypropylene fiber, cotton, hemp, wool, silk, polyvinyl chloride fiber and cellulose ester fiber, and the covering yarn can be the same fiber or different fibers. Two structures can be arranged between the core yarn and the covering yarn, one structure is a core-spun structure, and the other structureis a two-for-one twisting structure. When the tungsten filament yarn is of a core-spun structure, the short fibers with the length ranging from 20 mm to 75 mm and the short fiber thickness ranging from 0.8 D to 3.5 D are preferably selected, the multiple short fibers are gathered on the surface layer of the core yarn to form the yarn, and the tungsten filament yarn is softer. When the tungsten filament and different yarns form a two-for-one twisting structure which is intertwined with each other, the tungsten filament yarns can achieve different protective properties.",,D02G3/442;;D02G3/36;;D10B2101/20;;D02G3/04;;D02G3/12;;D02G3/36;;D02G3/44,metalTextiles
002-310-147-686-745,"Verfahren zur Herstellung eines Kalkfängergestricks, Kalkfängereinrichtung, Verfahren zum Filtern von Kalk sowie Verwendung hierzu Der Gegenstand der vorliegenden Erfindung betrifft ein Verfahren zur Herstellung eines Kalkfängergestricks, umfassend die Schritte: Rundstricken eines Edelstahlfadens zu einem ringförmigen Edelstahlgestricks, wobei zumindest einige der Maschen radial nach außen von einer Mittellinie des Rings aus Edelstahlgestrick abragen, wobei mindestens ein weiterer Edelstahlfaden mit gestrickt wird oder der verwendete Edelstahlfaden oder die verwendeten Edelstahlfäden vor dem Stricken flach gewalzt oder geplättet werden oder mindestens ein flach gewalzter oder geplätteter Edelstahlfaden verwendet wird, sodass eine verbesserte Aufnahme von Kalk realisiert wird. Weiter betrifft die Erfindung eine Kalkfängereinrichtung, ein Verfahren zum Filtern und eine Verwendung einer Kalkfängereinrichtung.",,D04B1/14;;D10B2101/20;;D10B2505/04;;D04B1/14,metalTextiles
005-272-528-894-884,"Alloy wire rod and preparation method and application thereof The invention relates to the technical field of tungsten alloy materials, and particularly relates to an alloy wire rod and a preparation method and application thereof. The alloy wire rod is made of tungsten alloy, the tungsten alloy comprises tungsten and yttrium oxides, and the wire diameter of the alloy wire rod is 100 microns or below; and the tensile strength of the alloy wire rod is 3800MPa or above. The wire diameter of the alloy wire rod is 60 microns or below; the diameter of a push-pull core wire of the alloy wire rod is 350 microns or below; the elastic limit strength of the alloy wire rod is 2500MPa or above; and the tensile strength of the alloy wire rod is 4200MPa or above. According to the alloy wire rod and the preparation method and application thereof, the alloy wire rod with ultrahigh strength and good toughness is obtained through yttrium oxide doping.",,C22C27/04;;C22C32/0031;;C22C1/05;;B28D5/045;;B22F5/12;;B23D61/185;;C22C1/05;;B22F2007/066;;B22F5/12;;B22F2998/10;;C22C27/04;;C22C32/0031;;B22F1/145;;B22F1/16;;C22F1/18;;C22C1/059;;C21D9/525;;C22C27/04;;D03D15/67;;C22C1/057;;B22F5/12;;B22F2301/20;;B22F2302/25;;B23D61/185;;B28D5/045;;D03D1/0035;;D10B2101/20;;D10B2501/041;;C22C27/04;;B22F5/12;;B28D5/04;;C22C1/05;;C22C32/00,metalTextiles
007-980-200-890-417,"FABRIC STRUCTURE COMPRISING SILVER-GERMANIUM-COPPER ALLOY A woven, braided or knitted fabric structure comprises wires of silver alloy, preferably a precipitation-hardenable Ag Cu Ge alloy. The process for making a fabric structure may comprise providing silver wire having a temper of more than fully soft but less than half hardness, forming said wire into said structure and heating the structure to precipitation harden the wire.",,C22C5/08;;A44C27/002;;C22C5/06;;D04B1/14;;D04B21/14;;D10B2101/20;;Y10T428/12424;;C22C5/08;;A44C27/002;;C22C5/06;;D04B1/14;;D04B21/14;;Y10T428/12424;;C22C5/08;;A44C27/00;;C22C5/06;;D04B1/14;;D04B21/12,metalTextiles
002-201-040-412-776,"MANUFACTURING METHOD OF METAL FIBER IMMOBILIZED BY PHOTOCATALYST.NANOSILVER A manufacturing method of metal fiber to which photocatalytic particles and nanosilver particles are immobilized so that the metal fiber is usefully used when removing volatile organic compounds and bacteria in wastewater or purified water treatment, or air purification is provided. A manufacturing method of metal fiber to which photocatalyst and nanosilver are immobilized comprises: a first step of dip coating or spray coating a metal fiber that is made of SUS304 stainless steel and has an outer diameter of 1 to 1,000 mum with a polycarbosilane solution, and drying and firing the polycarbosilane solution coated metal fiber; a second step of dip coating or spray coating the metal fiber of the first step with a photocatalytic solution, and drying the photocatalytic solution coated metal fiber; a third step of dip coating or spray coating the metal fiber of the second step with a nanosilver solution, and drying the nanosilver solution coated metal fiber; and a fourth step of drying the metal fiber of the second step or the third step at 50 to 250 deg.C for 4 to 200 deg.C so that photocatalyst and nanosilver are floated on the surface of the metal fiber, and firing the metal fiber at 400 deg.C for 4 hours or more.",,D06M13/513;;D06M11/46;;D06M11/42;;D06M23/10;;B01J35/39;;D10B2101/20;;D10B2505/04;;C23C26/00;;B21F19/00;;C23C28/00,metalTextiles
000-497-575-062-103,CATALYSTS AND GETTER SYSTEMS ,,C01C1/0411;;B01J35/58;;D04B1/14;;D04B21/12;;D04B21/14;;D10B2101/20;;D10B2403/0242;;Y02P20/52;;B01J35/06;;C01B21/26;;C01C1/04;;C01C3/02,metalTextiles
003-725-830-034-056,"ELECTROMAGNETICALLY SHIELDING MATERIAL An electromagnetic shielding material includes multiple strands of an electrically conductive yarn that are arranged as a braided, knitted, or woven mesh. Each strand of the electrically conductive yarn comprises one or more electrically conductive filaments; each electrically conductive filament comprises a core of a first electrically conductive material surrounded by a sheath of a second electrically conductive material different from the first electrically conductive material. The first electrically conductive material exceeds the second electrically conductive material with respect to electrical conductivity, while the second electrically conductive material exceeds the first electrically conductive material with respect to one or more of tensile strength, corrosion resistance, or one or more other mechanical or chemical properties or characteristics. In many examples, the first electrically conductive material includes copper and the second electrically conductive material includes stainless steel.",,H01B11/1033;;D02G3/441;;D10B2101/08;;D10B2101/20;;H01B7/0009;;H01B7/17;;H01B13/22;;H01B13/2606;;H05K9/0088;;D02G3/12;;D02G3/441;;H01B7/0009;;H01B7/17;;H01B11/1033;;H01B13/22;;H05K9/00;;D02G3/12;;D02G3/44;;H01B7/00;;H01B7/17;;H01B11/10;;H01B13/22,metalTextiles
016-218-172-568-819,"A protective metal netting with interwoven wires, and a machine and a method for its manufacture A protective metal netting comprises a plurality of longitudinal metal wires or cables (10) side by side, each interwoven with at least one adjacent longitudinal wire or cable (10) in an interweave portion (24), in which at least one of the metal wires or cables (20) has an almost rectilinear development, or in any case with loops that are less pronounced than the lower-strength neighbouring cables. A machine for manufacturing interwoven metal nettings comprises a cylindrical drum (50), on the outer surface of which a plurality of pins (52) protruding radially and arranged in axial rows at equal angular intervals is fixed, with an equal pitch in all the rows. Some pins (54) present on the cylindrical drum (50) are fitted out-of-alignment with respect to the abovementioned pitch.",,B21F27/06;;B21F27/005;;D10B2505/204;;D04C1/08;;D04C1/02;;D10B2101/20;;B21F27/005;;B21F27/02;;B21F27/06;;B21F27/06;;B21F27/005;;B21F27/00;;B21F27/06,metalTextiles
018-400-715-086-255,"ELECTROMAGNETIC WAVE SHIELDING FABRIC The present invention relates to an electromagnetic wave shielding fabric and aims to provide an electromagnetic wave shielding fabric for manufacturing electromagnetic wave shielding clothes, hats, shoes, cell phone cases, sofas, sitting cushions, carpets, shawls, etc. by embedding a conductive metal mesh into a fabric or by weaving a copper wire as a warp yarn or a weft yarn with respect to a fiber yarn. If the present invention is employed, a shielding mesh consisting of metal meshes is embedded within the fabric, and thus various lifestyle goods such as clothes, desk covers, hats, shoes, cell phone cases and carpets can be manufactured as electromagnetic wave shielding goods. Accordingly, harmful effects on the human body can be removed by effectively shielding electromagnetic waves, and electromagnetic waves can be shielded while maintaining soft fabric characteristics. Further, a fabric that is manufactured with fiber yarns and metal yarns, as an electromagnetic wave shielding fabric, from the weaving stage is thin and has the advantage of not causing a feeling of irritation due to the movement of a metal mesh.",,D03D1/0058;;D10B2101/20;;D03D15/25;;A41D13/04;;D03D11/00;;D03D15/533;;D03D15/593;;D10B2101/20;;D10B2401/16;;D03D15/02;;D03D11/00,metalTextiles
013-526-318-040-503,PROTECTIVE MESH IN PARTICULAR FOR ROCKFALL PROTECTION OR FOR SLOPE STABILISATION ,,B21F27/02;;D04B1/108;;D10B2101/20;;D10B2505/204;;B65D75/58;;B65D88/54;;E01F7/045;;B21F27/02;;B21F27/02;;B21D11/07;;E01F7/04;;E02D17/20,metalTextiles
012-702-188-468-07X,Smart Mask A face mask includes a fabric filter configured to be worn on a user's face. A composition with anti-viral properties is arranged on the fabric. The composition preferably includes anti-viral oils and an anti-viral metal such as copper or copper oxide.,,A41D13/1192;;D06M16/00;;A62B23/025;;B01D2239/0442;;B01D2239/0464;;B01D2239/0492;;B01D2239/065;;B01D2239/08;;B01D2257/91;;B01D2259/4541;;D06M11/42;;D06M11/83;;D06M23/08;;A62B9/006;;A62B18/025;;A61B5/01;;A61B5/6803;;A61B5/742;;B01D2239/0407;;B01D2239/0258;;B01D2239/0681;;B01D39/083;;B01D39/1623;;B01D39/1615;;B01D2239/0478;;A41D13/11;;A41D31/305;;A41D31/145;;A61B5/01;;D10B2401/12;;D06N3/0002;;D10B2101/20;;D06N3/042;;D06N3/0063;;Y10T442/2525;;D06N3/0059;;Y10T442/109;;Y10T442/174;;D10B2509/00;;D06N3/0068;;D10B2501/04;;A62B23/025;;A41D13/11;;A41D31/14;;A41D31/30;;A61B5/01,metalTextiles
019-176-961-268-92X,"Manufacturing technology of flame-retardant fireproof roller shutter surface The invention provides a manufacturing technology of a flame-retardant fireproof roller shutter surface. The technology includes the following specific steps that a flame-retardant shutter fabric is cut into an outer surface layer and an inner surface layer according to a certain size; an outer cotton layer, steel wire ropes, an inner cotton layer and the inner surface layer are sequentially laidon the outer surface layer, edges are nailed through a stapler, and the filling process is completed; a fireproof roller shutter obtained after the filling process is subjected to quilting through a multi-head sewing machine; an upper base plate and a lower base plate are installed on the top and bottom of the fireproof roller shutter obtained after quilting, and the tops and the bottoms of the steel wire ropes are fixedly connected to the upper base plate and the lower base plate through screws; clamping plates are installed on the fireproof roller shutter at certain intervals. The shutter fabric is a flame-retardant shutter fabric which is formed by weaving aluminum silicate and stainless steel twisted wires, and the strength of the fireproof roller shutter surface during high-temperature combustion is improved by the stainless steel wires; a flame retardant is added in the sizing process, the combustion temperature of the shutter surface is improved, the fireproof performance of a fireproof roller shutter is improved, the fireproof and partition effects are improved, and potential safety hazards are reduced.",,D03D15/513;;D03D1/0035;;D06M13/144;;D06M2200/30;;D10B2101/02;;D10B2101/20;;D10B2401/063;;D10B2503/03;;E06B5/161;;E06B9/08;;D03D1/00;;D03D15/242;;D03D15/25;;D03D15/47;;D03D15/513;;D06M13/144;;E06B5/16;;E06B9/08,metalTextiles
022-583-688-805-865,Gewebe mit durch eine Drehverbindung gebundenen metallischen Elementen ,,D03D19/00;;D03D13/00;;D03D13/002;;D03D13/006;;D10B2101/20;;D10B2505/02;;D03D19/00;;D03D13/00;;D03D19/00;;B29C70/88;;D03D13/00,metalTextiles
018-657-038-051-701,"METHOD FOR THE PRODUCTION OF A FIBROUS METAL STRUCTURE BY WEAVING The invention relates to a method (200) for the production of a fibrous metal structure (100) by means of weaving with metal weft yarns and metal warp yarns. The invention is characterised in that it includes a step comprising the weaving of the fibrous structure (100) by means of the successive weaving of metal clasps (301') that are used as weft yarns. For the purpose of weaving, each of the arms (302, 303) of each of the metal clasps (301') is introduced into at least one shed, each shed being formed by two warp yarns.",,B64C11/26;;D03D13/00;;D03D15/67;;D03D23/00;;D03D25/005;;D10B2101/20;;D10B2505/02;;F01D5/147;;F01D5/282;;F01D5/288;;F04D29/023;;F04D29/324;;F05D2220/36;;F05D2240/303;;F05D2300/133;;F05D2300/2261;;F05D2300/614;;Y02T50/60;;Y10T29/49321;;B64C11/26;;B21F27/128;;D03D13/00;;D03D15/67;;D03D23/00;;D03D25/005;;D10B2101/20;;D10B2505/02;;F01D5/147;;F04D29/023;;F04D29/324;;F05D2240/303;;F05D2300/133;;F05D2300/2261;;F05D2300/614;;Y02T50/60;;Y10T29/49321;;D03D13/00;;B64C11/20;;B64C11/26;;D03D15/02;;D03D23/00;;D03D25/00;;F04D29/02;;F04D29/32;;F04D29/38,metalTextiles
016-475-557-553-957,"Recyclable medical stent and preparation method thereof The invention belongs to the technical field of medical instruments, and particularly relates to a recyclable medical stent and a preparation method thereof. A wire is sequentially bent into a plurality of coil units, and the coil units are mutually nested and woven into a tubular object circle by circle. The preparation method comprises the following steps: providing a rod-shaped mold and a braided wire; the weaving lines are woven into a tubular object through crocheting, weaving, knitting or machine weaving; and 2) sleeving the tubular object in the step 2) on a rod-shaped mold, heating and shaping, and cooling and demolding. According to the technical scheme provided by the invention, the coil nesting structure formed by weaving one wire can pull the thread end at one end to realize quick disassembly and recovery of the thread end into one wire, so that the thread end can be recovered from the body; the stent designed by the mutual ring sleeving structure can provide a closed-loop stent with short heads and tails, so that the risk of damage to the interior of the cavity is greatly reduced; a certain relative movement space is formed between the rings, so that the flexibility of the stent can be greatly improved, and the strict requirement of using a tortuous lumen can be met; stable and uniform pores can be ensured by the loop ring.",,A61F2/90;;D03D1/00;;D03D3/02;;D04B1/225;;D04B21/205;;D04C1/06;;A61F2240/001;;D10B2509/06;;D10B2101/20;;A61F2/90;;D03D1/00;;D03D3/02;;D04B1/22;;D04B21/20;;D04C1/06,metalTextiles
031-073-202-204-434,"TUBE FOR INTRODUCTION TO OBJECT FIELD: medicine.SUBSTANCE: tube for insertion into the human or animal body during magnetic resonance imaging contains a tubular braid made of electrically conductive filaments. The ends of the filaments are disposed with a shift in the longitudinal direction of the tube. An interventional system for performing an intervention procedure, wherein the intervention system comprises the above-mentioned tube, which is adapted for insertion into an object for carrying out the intervention procedure. The manufacturing apparatus for manufacturing the above tube comprises a supply unit for providing electrically conductive filaments and a braiding unit for woven yarns into a tubular braid manufactured in such a way that the ends of the yarns are disposed with a longitudinal displacement of the tube to be manufactured. The production method for producing the above tube includes the step of forming a tube braid made of electrically conductive filaments in such a way that the ends of the yarns are disposed with a shift in the longitudinal direction of the tube to be manufactured.EFFECT: inventions ensure participation in conducting magnetic resonance imaging.15 cl, 8 dwg",,A61M25/005;;A61M25/0054;;A61M25/0127;;A61M2025/0059;;A61M25/005;;D04C1/02;;A61M25/005;;A61M25/0054;;A61M25/0127;;A61M2025/0059;;A61M2205/0233;;D04C1/02;;D10B2101/12;;D10B2101/20;;D10B2401/18;;D10B2509/00;;A61M25/00;;A61M25/01,metalTextiles
018-995-339-187-487,"FABRICATION METHOD OF SILVER NANO FIBER PREPARED BY 3-STEPS HEATING The present invention relates to a method for manufacturing silver nanofiber. More specifically, the method includes the steps of: producing a spinning solution including silver precursors, a capping agent, and solvent; performing an electrospinning process using the spinning solution; and performing heat treatment by multiple steps of a first step, a second step, and a third step at 100-500°C. According to the present invention, silver nanofiber with a greater aspect ratio and a high degree of crystallization can be manufactured by performing three steps of the heat treatment.",,D01F9/10;;B82B3/00;;B82Y40/00;;D01D1/02;;D01D5/0007;;D01D10/02;;D10B2101/20;;D01F9/10;;B82B3/00;;D01D5/00,metalTextiles
024-611-272-946-152,"Glove and Glove manufacturing method using tungsten yarn The present invention relates to gloves with increased cutting strength and, more specifically, to gloves comprising: a main yarn (10) formed by twisting a first raw yarn, formed by twisting tungsten yarn, a first HPPE yarn, a second HPPE yarn, and a nylon yarn, and the second HPPE yarn as a second raw yarn; and a sub-yarn (20) formed by twisting a Spandex yarn and a nylon yarn. The main yarn (10) is located on the outer surface (2) of the glove and the sub-yarn (20) is knitted to be located on the inner surface (3) of the glove to form the gloves. The present invention relates to a method for manufacturing gloves by using a tungsten yarn and gloves thereof wherein the gloves protect a user′s hands when performing extreme work in an industrial site, provide efficiency and safety of work, are durable, and also can prevent the accidental laceration of the user′s fingers by a sharp object during work.",,D02G3/442;;A41D19/01511;;D04B1/14;;D04B1/28;;D10B2101/20;;D10B2501/041;;D04B1/28;;A41D19/01511;;D04B1/14;;D10B2101/20;;D10B2501/041;;D04B1/28;;A41D19/015;;D04B1/14,metalTextiles
034-713-366-088-304,"ELECTRICALLY CONDUCTIVE PAD AND MANUFACTURING METHOD THEREOF PROBLEM TO BE SOLVED: To provide an electrically conductive pad which can conduct a heat-emitting action, the passage of electric current and the transmission of electrical signals by using an electrically conductive wire material, and is formed so as to have elastic properties, and to provide a manufacturing method thereof.SOLUTION: An electrically conductive pad 100 comprises: a pad 110 formed in a planar shape to have elastic properties; and at least one electrically conductive wire material 120 which is provided in zig-zag form in the pad 110, allows a supplied electric current to pass through and emits heat by using the supplied electric current.",,D03D13/00;;D10B2101/20;;D10B2401/16;;H05B3/347;;H05B3/56;;H05B2203/003;;H05B2203/004;;H05B2203/015;;H05B2203/017;;H05B2203/036;;Y10T29/49204;;D03D13/00;;D10B2101/20;;D10B2401/16;;H05B3/347;;H05B3/56;;H05B2203/003;;H05B2203/004;;H05B2203/015;;H05B2203/017;;H05B2203/036;;Y10T29/49204;;A41D31/00;;D03D1/00;;D03D15/56,metalTextiles
042-216-152-613-217,"WIRING BOARD AND METHOD FOR MANUFACTURING THE SAME A wiring board is provided with a plurality of conductors (11) having a conductive member and an insulating member (3). The conductive member includes a first conductive material (1) and a second conductive material (2). The insulating member covers the conductive member. The conductors (11) are arranged lattice-like and weaved like a woven cloth, and sections intersecting with each other are electrically connected.",,H05K1/038;;D03D1/0082;;D03D1/0088;;D03D15/67;;D10B2101/20;;D10B2401/16;;H05K3/3457;;H05K3/4084;;H05K2201/0281;;H05K2201/029;;H05K2203/107;;H05K2203/1189;;Y10T29/49162;;H05K1/038;;D03D1/0082;;D03D1/0088;;D03D15/67;;D10B2101/20;;D10B2401/16;;H05K3/3457;;H05K3/4084;;H05K2201/0281;;H05K2201/029;;H05K2203/107;;H05K2203/1189;;Y10T29/49162;;H05K1/02,metalTextiles
036-966-544-123-466,Protective mesh in particular for rockfall protection or for slope stabilisation ,,B21F27/02;;D04B1/108;;D10B2101/20;;D10B2505/204;;B65D75/58;;B65D88/54;;E01F7/045;;B21F27/02;;B21D11/07;;B21F27/02;;E01F7/04;;E02D17/20,metalTextiles
035-399-839-504-982,"STEEL WIRE MESH MADE OF STEEL WIRES HAVING HEXAGONAL LOOPS, PRODUCTION DEVICE, AND PRODUCTION METHOD The invention proceeds from a steel wire mesh (54a-d), in particular a hexagonal mesh, made of steel wires (10a-d, 12a-d, 14a-d) having hexagonal loops (16a-d), in particular for use in the construction sector, preferably for use in the field of protection from natural hazards, wherein the steel wires (10a-d, 12a-d, 14a-d) are alternately twisted with adjacent steel wires (10a-d, 12a-d, 14a-d), and wherein the steel wires (10a-d, 12a-d, 14a-d) are made of a high-strength steel or at least have a wire core made of high-strength steel. According to the invention, a ratio, in particular an average ratio, of a loop width (18a-d), in particular an average loop width, of the hexagonal loops (16a-d), to a loop height (20a-d), in particular an average loop height, measured perpendicular to the loop width (18a-d), of the hexagonal loops (16a-d), is at least 0.75, preferably at least 0.8. The invention also relates to a production device and to a production method.",,B21F27/06;;B21F27/005;;E01F7/04;;D04B1/108;;D10B2101/20;;D10B2505/204;;D10B2507/02;;B21F27/06;;B21F27/005;;E01F7/04;;E02B3/12;;B21F27/005;;B21F27/02;;B21F27/06;;B21F27/00;;E01F7/04;;E02B3/12,metalTextiles
048-403-807-261-999,"Cutting-resistant twisted metal yarn The invention discloses a cutting-resistant twisted metal yarn which includes a twisted yarn body that includes a high-strength glass fiber main plied yarn, a first side plied yarn and a second side plied yarn, wherein the first side plied yarn includes a metal fiber layer, an elastic fiber layer and a high-strength nano coating, and the second side plied yarn includes a basalt fiber layer, a silicide fiber layer and a nano waterproof coating. According to the cutting-resistant twisted metal yarn, the high-strength glass fiber main plied yarn, the first side plied yarn and the second side plied yarn are arranged, the first side plied yarn includes the metal fiber layer, the elastic fiber layer and the high-strength nano coating, the second side plied yarn includes the basalt fiber layer, the silicide fiber layer and the nano waterproof coating, and the high-strength glass fiber main plied yarn is high in strength and has the advantages of being good in insulativity, high in heat resistance, good in corrosion resistance, high in mechanical strength and the like, so that the strength of the twisted yarn body is effectively improved, and the problem that the existing twisted yarn does not have a cutting-resistant function during use, and consequently people cannot use the twisted yarn conveniently is solved.",,D02G3/442;;D02G3/04;;D02G3/328;;D02G3/38;;D10B2101/02;;D10B2101/06;;D10B2101/14;;D10B2101/20;;D10B2401/063;;D10B2401/16;;D02G3/44;;D02G3/04;;D02G3/32;;D02G3/38,metalTextiles
054-677-533-480-574,"Metal fabrics A fabric knitted from a precious metal fibre, especially platinum or palladium or alloys thereof, offers advantages as a catalyst gauze, for example in ammonia oxidation. A method for knitting at high weights involves the co-feeding of a supplementary fibre with the metal fibre.",,B01J35/58;;C01B21/265;;D04B1/14;;D10B2101/20;;D10B2403/0242;;Y10T428/12444;;B01J35/58;;C01B21/265;;D04B1/14;;Y10T428/12444;;B01J23/38;;B01J35/06;;B01J38/00;;C01B21/26;;D04B1/14,metalTextiles
