Lens ID,Combined,Keyphrases,Classifications,Category
064-279-720-933-195,PROCESS FOR PREPARING HIGH TEMPERATURE MATERIALS ,,C23C4/06;;C23C4/02;;C23C4/06;;C23C4/02;;C23C4/08;;C22C19/00;;C22C38/18;;C23C/;;C23C4/02;;C23C4/04;;C23C4/06;;C23C4/12,antiSeed
016-976-797-624-297,Photovoltaic device A photovoltaic device includes an organic semiconductor and an inorganic semiconductor. The organic semiconductor includes a photoactive region that generates excitons. The inorganic semiconductor has piezoelectricity and includes a dissociation region for dissociating carriers included in the excitons. A relationship of energy levels between the photoactive region and the dissociation region satisfies at least one equation ELUMO>EC or equation EHOMO<EV.,,Y02E10/549;;Y02E10/544;;H10N30/30;;H10K30/10;;H10K30/352;;H10K30/57;;H10K30/211;;H01L31/03048;;H01L31/04;;H10K30/352;;H01L51/44;;H01L31/0304;;H01L31/04;;H01L51/42;;H10N30/30,antiSeed
048-984-788-152-292,"Pharmacy episodes of care Grouping, categorizing, and profiling pharmaceutical claims data to assist health care managers is described. In aspects, a method is described including receiving pharmacy claims data records, validating each of the claims data records for a valid drug code, establishing a number of validated pharmacy claims data records received for each drug identified, grouping the validated pharmacy claims data records to one or more pharmacy episodes, categorizing each pharmacy episode, and storing the validated pharmacy claims data records and associated pharmacy episodes for monitoring usage of prescription drugs. In various embodiments, a pharmacy episode group is a pharmacologically homogenous grouping of drugs with the same therapeutic ingredients used by a patient once or over an extended period of time, and pharmacy episodes are categorized based on algorithms linking the pattern of a physician's recommended use and the patient's pattern of compliance.",,G06Q10/087;;G16H20/10;;G16H40/20;;G06Q10/087;;G16H20/10;;G16H40/20;;G16H10/60;;G16H20/10;;G16H40/20,antiSeed
170-755-374-494-317,"FILTER APPARATUS AND METHODS A method, performed by a decoder and/or encoder, for filtering at least two pixels in a block of pixels, each pixel being associated with a pixel value, wherein a filtered pixel value is calculated from the pixel value and the pixel values of surrounding pixels using a set of weights consisting of a center weight and surrounding weights, where the center weight is associated with the pixel to be filtered and each surrounding weight is associated with a surrounding pixel, and where each surrounding weight depends on a pixel value difference between the pixel value of the surrounding pixel associated with the weight and the pixel value of the pixel to be filtered. The method comprises obtaining a center weight value based on a parameter that is constant in said block of pixels, calculating a nominator value using at least one of said surrounding weights, calculating a denominator value using the sum of all said weights, and calculating the filtered pixel value using said nominator value and said denominator value.",,H04N19/82;;H04N19/70;;H04N19/86;;H04N19/86;;H04N19/70;;H04N19/82,antiSeed
043-879-973-200-384,"DEVICE AND METHOD FOR ASSISTING IN THE CHOICE OF REROUTING AIRPORTS The invention relates to assistance in the navigation of an aircraft in the cruising phase, particularly in an emergency rerouting situation. The invention relates to a method of assisting in the choice of rerouting airports for an aircraft having a position P and a speed V.: generating A first list LAC—1 of airport names Ai is generated. The first list has N airport names, with i being an index between 1 and N which uniquely identifies an airport that an organization operating the aircraft chooses as a relevant destination. A number m is determined which is a minimum between a predefined number M and the number N. M airport names are presented from the first list LAC—1 to an operator of the aircraft in a predefined order.",,G08G5/0056;;G01C23/00;;G08G5/0039;;G08G5/0056;;G01C23/00;;G08G5/0039;;G01C21/00,antiSeed
174-091-847-596-927,PACKAGING A preform is made by mixing cyclic olefin copolymer (COC) and light shielding pigment(s) with PET. The preform is stretch-blow moulded to produce a bottle which may be white and opaque. Light may be restricted from entering the bottle to thereby restrict degradation of the bottle contents from certain wavelengths of visible light.,,C08L67/02;;C08L101/00;;C08L67/02;;C08L101/00;;C08K2003/2241;;B65D1/0207;;B65D81/266;;B65D81/30;;C08L67/02;;C08L2201/08;;C08L2203/10;;C08L2205/03;;C08L67/02;;C08L101/00,antiSeed
129-923-863-345-789,CALCIUM PHOSPHATE TYPE CRYSTALLIZABLE GLASS ,,A61L27/12;;A61F2310/00293;;A61K6/78;;A61K6/836;;A61K6/838;;C03C3/17;;C03C10/00;;A61K6/838;;A61F2310/00293;;A61K6/78;;A61K6/836;;A61L27/12;;C03C3/17;;C03C10/00;;A61C5/08;;A61C8/00;;A61F2/00;;A61K6/838;;A61L27/12;;C03C3/17;;C03C10/00;;C03C10/02,antiSeed
119-692-909-583-398,"THICK FILM PASTE AND USE THEREOF A thick film pastes comprising at least one particulate platinum (alloy)/metal oxide composite, an organic vehicle and, as an optional component, at least one particulate platinum (alloy), wherein the total proportion of particulate platinum (alloy)/metal oxide composite plus the optionally present particulate platinum (alloy) in the thick film paste is 84 to 95 wt.%, based on total thick film paste composition.",,C22C32/0021;;B22F2998/00;;H01B1/22;;H05K1/092;;H05K2203/1126;;C22C32/0021;;B22F2998/00;;H01B1/22;;H05K1/092;;H05K2203/1126;;C22C32/00;;H01B1/22;;H05K1/09,antiSeed
055-267-114-277-031,PHOTOVOLTAIC DEVICE A photovoltaic device includes an organic semiconductor and an inorganic semiconductor. The organic semiconductor includes a photoactive region that generates excitons. The inorganic semiconductor has piezoelectricity and includes a dissociation region for dissociating carriers included in the excitons. A relationship of energy levels between the photoactive region and the dissociation region satisfies at least one equation ELUMO>EC or equation EHOMO<EV.,,Y02E10/549;;Y02E10/544;;H10N30/30;;H10K30/10;;H10K30/352;;H10K30/57;;H10K30/211;;H01L31/03048;;H01L31/04;;H10K30/352;;H01L51/42;;H01L31/0304;;H01L31/04;;H10N30/30,antiSeed
164-844-281-012-291,"IMPROVED CERAMIC AND/OR GLASS MATERIALS AND RELATED METHODS Methods for improving the antibacterial, osteoconductive, and/or osteoinductive characteristics of silicon nitride and/or other ceramic materials, particularly to make them more suitable for use in manufacturing biomedical implants. In some embodiments and implementations, the surface chemistry and/or morphology of a silicon nitride bioceramic may be modulated significantly through thermal, chemical, and/or mechanical treatments to achieve such advantageous results. A portion of the resulting material, such as a glaze or upper layer of the material, may be separately produced as a powder or frit, for example, and used in manufacturing biomedical implants and/or other products, such as by using such portion of the material as a coating or filler. In other embodiments the surface material may be separately manufactured as a silicon oxynitride monolith.",,A61L27/10;;A61F2/36;;A61F2/4455;;A61F2310/00317;;A61F2310/00874;;A61L27/306;;A61L2430/02;;A61L2430/12;;A61M25/00;;A61L27/10;;A61F2/02;;A61F2/28;;A61L27/00;;A61L27/28;;A61L27/30,antiSeed
170-846-400-807-254,"Display apparatus and operating method thereof An operating method of a display apparatus includes transmitting a transmission request for content-related information and resolution information of the display apparatus to a server, receiving the content-related information corresponding to the transmission request from the server, obtaining a final resolution by classifying a resolution of content included in the content-related information, based on whether the display apparatus supports upscaling, and displaying information about the content, the information including the final resolution.",,H04N21/2393;;H04N21/2662;;H04N21/437;;H04N21/440263;;H04N21/4621;;H04N21/47202;;H04N21/6547;;G06N3/048;;G06N3/045;;H04N21/4621;;H04N21/47202;;H04N21/2662;;H04N21/2393;;H04N21/440263;;H04N21/437;;G06N3/08;;H04N21/6547;;G06N3/045;;H04N21/4402;;G06N3/045;;G06N3/08;;H04N21/437;;H04N21/6547,antiSeed
154-588-994-622-169,"XR health platform, system and method A modular computer-implemented XR health platform is adapted for diagnostic, therapeutic, and care delivery to patient. The platform incorporates one or more modules including a clinical platform module, XR platform module, configuration module, web portal and companion application module, integration module, light module, anatomy module, movement module, neurological module, mental health module, pain module, procedural and digital anesthetic module, hardware module, and billing module. A combined extended reality display and computing device are adapted for implementing one or more of the plurality of modules.",,G16H40/67;;G16H80/00;;G16H10/20;;G16H30/20;;G16H30/40;;G16H20/70;;G16H50/20;;G16H10/40;;G16H20/30;;G16H20/60;;G16H15/00;;G16H20/10;;G06T19/006;;G16H50/20;;G16H80/00;;G16H30/40;;G16H10/60;;G16H40/63;;G16H30/20;;G16H20/00;;G06T19/00;;G16H10/60;;G16H20/00;;G16H30/20;;G16H30/40;;G16H40/63;;G16H50/20;;G16H80/00,antiSeed
041-738-175-828-319,"WEAR-OPTIMIZED TREAD FOR A HEAVY-VEHICULE TIRE, AND OPTIMIZATION METHOD Tread for a tire for an axle of a heavy goods vehicle, comprising at least four grooves of generally circumferential orientation delimiting a plurality of ribs comprising two shoulder ribs axially delimiting the tread and intermediate ribs and a central rib, the intermediate and central ribs each being provided with a plurality of sipes having a width of less than 2 mm, and of generally transverse orientation, inclined at an average angle relative to a direction perpendicular to the running surface of the tread in the new state, this average angle being at least equal to 5 degrees and oriented such that the resultant force exerted, when running in the zone of contact with the road surface, by the said road surface on the tread tends to straighten out the sipes towards an average zero angle relative to this same perpendicular direction, this tread being characterized in that the following relations are satisfied: 0.660  〈 Ai * Ac  〈 0.755   0.835  〈 Ai Ae  〈 0.910",,B60C11/124;;B60C11/0306;;B60C11/04;;B60C11/1263;;B60C2011/1361;;B60C2200/06;;Y10T29/49;;B60C11/124;;B60C11/0306;;B60C11/04;;B60C11/1263;;B60C2011/1361;;B60C2200/06;;Y10T29/49;;B60C11/13,antiSeed
067-227-995-110-15X,RELAXASE MODULATORS AND METHODS OF USING SAME Methods of treating a microbial infection in a subject by administering to the subject an effective amount of a compound that modulates an enzymatic activity of a relaxase polypeptide is provided. Methods of inhibiting bacterial conjugation by modulating activity of a relaxase polypeptide in a bacterium are also provided. Novel compounds that modulate relaxase enzymes and assays for measuring kinetics of relaxase enzymes and selecting for modulators of relaxase enzyme activity are further provided.,,C12Q1/533;;C07K2299/00;;C12N9/22;;C12Q1/533;;C07K2299/00;;C12N9/22;;A61K48/00,antiSeed
150-961-832-732-389,"MODIFYING TRAVEL ESTIMATES For modifying travel estimates, a memory stores maps and a plurality of travel records. A measurement circuit determines travel parameters. A current schedule anxiety is calculated as a difference between a nonzero constant value and the relative arrival time. The memory stores the travel parameters to a travel record of the plurality of travel records each time a specified driver drives to a location. A modification circuit modifies an arrival time travel estimate based on a driver profile for the specified driver calculated from the travel parameters and the plurality of travel records. The modification circuit further updates the driver profile in the memory with the current schedule anxiety and the speed based on current schedule anxiety. A display presents the modified arrival time estimate.",,G01C21/3407;;G01C21/3484;;G01C21/3492;;G08G1/096855;;G01C21/3407;;G01C21/3484;;G01C21/3492;;G08G1/09626;;G08G1/0967;;G08G1/0968;;G08G1/0962;;G08G1/0967,antiSeed
070-937-272-820-259,"Device for mixing fluids The invention concerns a device for mixing fluids. Said device comprises a chamber (C) in which are present the fluids to be mixed (L1, L2) and means (ai, Ei) for displacing, around a central point, under the action of a force, the particles present in said chamber (C), the trajectory of said particles having radial fluctuations in relation to the central point. The invention applies to mixtures of fluids and colloids in the fields of chemistry or biology.",,B01F33/451;;B01F33/30;;B01J2219/00889;;B01L3/5027;;B01F33/451;;B01F33/30;;B01J2219/00889;;B01L3/5027;;B81B5/00;;B01D19/00;;B01F13/00;;B01F13/08;;B01L3/00;;B03C1/28,antiSeed
172-026-239-218-97X,"BRAZE ALLOY AND THE USE OF SAID BRAZE ALLOY The invention relates to an oxidation and corrosion resistant braze alloy consisting of (wt.-%) 10-15% Cr, 4.5-6% Al, 0.17-­0.3% Y, 8-12% Co, 0-4% W, 2.5-5% Ta, 2.0-3.5% B with Cr+Al > 15%, Cr/Al <= 3 and Al + Ta > 7.5%, remainder Nickel and unavoidable impurities and to the use of this alloy for brazing onto a Nickel based or a Cobalt based superalloy article. The braze alloy can either be used in pure form as a paste or a foil or as a blend in a blend braze paste, in a braze tape or in a pre-sintered braze sheet.",,B23K35/304;;B23K35/0222;;B23K35/0233;;B23K35/0244;;B23K35/025;;B23K35/30;;B23K35/3033;;B23K2101/001;;B32B15/01;;C22C19/05;;C22C19/058;;B23K35/304;;B23K35/0222;;B23K35/0233;;B23K35/0244;;B23K35/025;;B23K35/30;;B23K35/3033;;B23K2101/001;;B32B15/01;;C22C19/05;;C22C19/058;;B23K35/02;;B23K35/30,antiSeed
188-287-088-995-478,ELECTRIC POWER STEERING DEVICE ,,G01B7/30;;B62D15/0245;;G01B21/045;;B62D5/046;;B62D5/04;;B62D6/00;;B62D6/002;;B62D15/0245;;G01B7/30;;G01B21/045;;B62D6/00;;B62D5/04;;B62D101/00;;B62D113/00;;B62D119/00;;G01B7/30,antiSeed
185-377-164-728-719,PROCESS FOR DEHUMIDIFYING MOIST GAS MIXTURES The invention relates to a process for dehumidifying a moist gas mixture. The invention further relates to an apparatus for dehumidifying a moist gas mixture and to the use of said apparatus in the process according to the invention. The invention also relates to the absorption medium used in the process and the apparatus.,,B01D53/263;;B01D53/1493;;B01D53/28;;B01D2252/30;;B01D2252/60;;B01D2259/4508;;C10L3/106;;C10L2290/10;;C10L2290/541;;F24F3/1417;;B01D53/1493;;B01D53/263;;B01D53/28;;B01D2252/30;;B01D2252/60;;B01D2259/4508;;C10L3/106;;C10L2290/10;;C10L2290/541;;F24F3/1417;;B01D53/1493;;B01D53/1425;;B01D53/263;;B01D53/28;;B01D2252/30;;B01D2252/60;;C10L3/106;;C10L2290/06;;C10L2290/10;;C10L2290/541;;F24F3/1417;;B01D53/14;;B01D53/26;;B01D53/28;;C07F9/00;;C10L3/10;;F24F3/14,antiSeed
090-891-813-157-854,"MEDICAL DEVICE FOR FIXING AND REDIRECTING A CATHETER TUBE A medical device (100) configured to fix and redirect a catheter tube (CT), wherein the device comprises the following mutually attached layers: - a carrier layer (10) with an adhesive upper side (10a) which is configured to adhesively hold the catheter tube (CT) and has an adhesive surface (A1) with dimensions which allow for redirection of the catheter tube (CT); - an adhesive layer which is configured to adhere the carrier layer (10) to a skin, such as to the neck of a patient.",,A61M2025/0246;;A61M2025/0266;;A61M25/02;;A61M25/02,antiSeed
028-904-001-619-664,"SYSTEMS AND METHODS FOR REDUCING FLICKER ARTIFACTS IN IMAGED LIGHT SOURCES Systems, methods, and computer-readable media are disclosed for reducing flickering artifacts in imaged light sources. Example methods may include receiving images corresponding to a scene captured by a camera; determining a light source in the scene using at least one artificial intelligence (AI)-based algorithm; determining, using an event-based camera, data representing flickering of the light source, the flickering having a frequency; determining, based on the data, that a time duration of overlap between an on state of the light source and an exposure time of the camera is below a threshold; and delaying the exposure time of the camera by a delay time to increase the time duration of overlap.",,H04N25/633;;H04N23/61;;H04N23/617;;H04N23/745;;H04N23/90;;H04N23/73;;H04N23/71;;H04N23/745;;H04N5/235,antiSeed
153-271-067-420-185,"Fieldbus adapter and method of using fieldbus adapter A fieldbus adapter (2) connected between a fieldbus (3) that handles a digital signal and a field device (1A-1D) that handles an analog signal, the fieldbus adapter (2) comprising a first connection unit (2b) detachably connected to the fieldbus (3), a second connection unit (2a) detachably connected to the field device (1A-1D), and a conversion unit (23) provided between the first connection unit (2b) and the second connection unit (2a), the conversion unit (23) bidirectionally converting the digital signal handled by the fieldbus (3) and the analog signal handled by the field device (1A-1D).",,G05B19/0423;;G05B2219/25006;;G05B2219/25428;;G05B19/0423;;G05B2219/25006;;G05B2219/25428;;H03M1/02;;G05B19/042,antiSeed
187-228-460-300-497,MULLITE-CORDIERITE COMPOSITE CERAMIC ,,C04B35/18;;C04B35/195;;C04B35/00;;C04B35/18;;C04B35/195;;C04B35/18;;C04B35/195,antiSeed
146-404-614-939-828,"LIQUID CRYSTAL DYE MIXTURE A guest-host liquid crystal dye mixture comprising a calamatic, thermotropic liquid crystal as host and a dichroic fluorescent dye as guest, characterized in that the dichroic fluorescent dye is a multichromophoric dye containing at least a group with the general formula Ry - X1 - C1, wherein Ry is a chromophore from the rylene family, C1 is a second chromophore and X1 is a spacer that interrupts the conjugation between Ry and C1, the spacer X1 is selected such that it introduces rigidity against bending or folding over an axis perpendicular to the length of the molecule.",,C09K19/60;;Y02E10/52;;H01L31/055;;C09K19/60;;Y02E10/52;;C09K19/606;;C09K19/60,antiSeed
013-407-203-613-787,"FIRE ALARM SYSTEM WITH VISUAL VERIFICATION A fire alarm system with visual verification includes an image capture device that generates a captured image representing a scene under monitoring; a fire detector that detects presence of fire, the fire detector activating the image capture device to generate a captured image representing the scene when the fire detector is triggered; and a security center that receives and processes the captured image. The captured image is immediately sent to the security center for visual verification before notifying fire fighters to evacuate and rescue.",,G08B17/125;;H04N7/183;;H04N7/18;;G08B17/12,antiSeed
008-347-915-839-976,"BRASS ALLOY A brass alloy is formed from 54 to 64% Cu, 0.05 to 0.15% Al, 0.005 to 0.5% In, at least one of the components of Fe, Sn and Ni in an amount of 0.01 to 3.0%, balance Zn and also unavoidable impurities. The combination of these materials provides a brass alloy that has improved machinability.",,C22C9/04;;C22F1/08;;C22C9/04;;C22C9/04,antiSeed
062-390-368-652-839,"Imaging display device, wearable device, and imaging display system An imaging unit includes a plurality of photoelectric conversion elements, a processing unit, and a display unit. The processing unit processes a signal transmitted from the imaging unit. The display unit displays an image based on the signal transmitted from the processing unit. The imaging unit acquires first image information at a first time. The processing unit generates first prediction image information at a second time later than the first time based on the first image information. Moreover, the display unit displays an image based on the first prediction image information.",,G06F3/147;;G09G2320/0261;;G09G2340/125;;H04N23/60;;G06F3/147;;G06F3/1423;;H04N23/815;;H04N25/76;;G06F3/147;;G06F3/14;;H04N23/80;;H04N25/76,antiSeed
048-993-446-621-938,"METHODS OF TREATING HYPERALGESIA This application describes compounds and methods that can be used to treat, reverse, or avoid hyperalgesia.",,A61K31/35;;A61K31/4433;;A61K31/4436;;A61K31/444;;A61K31/4468;;A61K31/485;;A61K45/06;;A61P1/10;;A61P25/00;;A61P25/04;;A61P43/00;;C07D409/12;;A61K31/35;;A61K31/4433;;A61K31/4436;;A61K31/444;;A61K31/4468;;A61K31/485;;A61K45/06;;A61K2300/00;;A61P1/10;;A61P25/00;;A61P25/04;;A61P43/00;;C07D409/12;;A61K31/4433;;A61K31/35;;A61K31/4436;;A61K31/444;;A61K31/4468;;A61K31/485;;A61K45/06;;A61P25/00;;C07D409/14;;A61K31/35;;A61K31/4433;;A61K31/4436;;A61K31/444;;A61K31/4468;;A61K31/485;;A61K45/06;;C07D409/12;;A61K31/4433;;A61K31/497;;A61P1/10;;C07D405/04,antiSeed
058-006-245-777-048,SYSTEMS AND METHODS FOR SORTING T CELLS BY ACTIVATION STATE Systems and methods for sorting T cells are disclosed. Autofluorescence data is acquired from individual cells. An activation value is computed using one or more autofluorescence endpoints as an input. The one or more autofluorescence endpoints includes NAD(P)H shortest fluorescence lifetime amplitude component (αi).,,G01N15/1459;;G01N2015/1006;;C12N5/0636;;C12N2521/00;;C12N2529/10;;G01N15/149;;A61K39/4631;;A61K39/4611;;A61K39/464;;B01L3/502761;;C12N5/0087;;C12N5/0636;;G01N21/6408;;C12N2510/00;;B01L2200/0652;;B01L2300/0864;;B01L2300/0663;;B01L2200/143;;G01N21/6428;;A61K39/4611;;A61K39/464;;A61K39/4631;;G01N15/14;;G01N33/49,antiSeed
160-760-593-283-281,"CARBOTHERMIC PROCESSES A mass of solid aluminium carbide containing product is produced by a process in which a mixture is formed of an aluminium containing material and a carbonaceous material consisting of, containing or yielding carbon. Then the resulting mixture is heated to a temperature sufficient to react carbon of the carbonaceous material with the aluminium of the aluminium containing material to produce solid aluminium carbide. The solid aluminium carbide then is able to be heated with an aluminium compound selected from AI2O3, AI4CO4, AIO, AI2O and mixtures thereof, to produce aluminium metal and carbon monoxide.",,C22B21/02;;C22B5/06;;C22B5/10;;C22B5/18;;C22B21/066;;C22B21/02;;C22B5/06;;C22B5/10;;C22B5/18;;C22B21/066;;C22B5/06;;C01B31/30;;C22B5/10;;C22B21/00,antiSeed
090-488-834-701-986,Method to defrag a memory of an IC Card ,,G06F3/0643;;G06F3/0608;;G06F3/0679;;G06F12/023;;G06F2212/177;;G06F3/0643;;G06F3/0608;;G06F3/0679;;G06F12/023;;G06F2212/177;;G06F3/06;;G06F12/02,antiSeed
002-586-172-879-511,"HAIR DRYER A hair dryer comprises a fan (F) for generating an air flow from an air inlet (AI) to an air outlet (AO); an air inlet channel (AIC) from the air inlet (AI) to the fan (F); an air outlet channel (AIC) from the fan (F) to the air outlet (AO); and a first heating unit (FHU) at least partially around the air inlet channel (AIC). The first heating unit (FHU) may be in the air outlet channel (AOC), which may be at least partially around the air inlet channel (AIC). A first support (FS) for the first heating unit (FHU) may be partially around the air inlet channel (AIC), and a second support (SS) may be mounted between ends of the first support (FS). The second support (SS) may be aligned with the air flow in the air outlet channel (AOC) and perpendicular to the first support (FS). A second heating unit (SHU) may be mounted around ends of the first support (FS) and the second support (SS). A shape of the first support (FS) may match a U-form having an elongated bottom part partially around the air inlet channel (AIC), the first heating unit (FHU) being mounted around the elongated bottom part, while a second heating unit (SHU) is mounted around legs (L) of the U-form. The first heating unit (FHU) may guide air from the fan (F) into the air outlet channel (AOC). A second heating unit (SHU) in the air outlet channel (AOC) may guide air leaving the air outlet (AO).",,A45D20/12;;A45D20/122;;A45D20/12,antiSeed
035-129-330-615-794,"COMPRESSOR AND FREEZER A compressor includes fixed and movable members with a discharge port penetrating the fixed member and a discharge valve body to open and close the discharge port. An inflow end of the discharge port has a hydraulic diameter Di=4×(Ai/Li), where Ai is an area of the inflow end and Li is a circumferential length at the inflow end. An outlet flow path is formed between an outflow end of the discharge port and the valve body. The outlet flow path has a cross-sectional area Ao=Lo×ho, and a hydraulic diameter Do=4×{Ao/(Lo+Lv)}, where Lo is a circumferential length at the outflow end, ho is a reference lift amount of the valve body, and Lv is a circumferential length of a valve head of the valve body in contact with the outflow end. A ratio Do/Di at the inflow end is 0.602 to 0.740.",,F04B39/10;;F04C29/128;;F04C23/008;;F04B39/1073;;F04C18/30;;F04C18/348;;F04C18/3562;;F04C29/128;;F25B31/026;;F04C29/12;;F04C18/348;;F04C18/356;;F25B31/02,antiSeed
106-586-794-235-797,LOW-PRESSURE MERCURY VAPOUR DISCHARGE LAMP ,,H01J61/44;;H01J61/44;;C09K11/08;;H01J61/38;;H01J61/44,antiSeed
182-546-248-468-761,"METHOD OF FORMING CERAMIC MATERIALS AND CERAMIC PRODUCTS, AND CERAMIC MATERIALS AND CERAMIC PRODUCTS FORMED THEREBY ",,C04B35/597;;C04B35/597;;C04B35/597,antiSeed
122-270-281-952-933,"DEVICE AND METHOD WITH DATA PREPROCESSING A device and method with data preprocessing are disclosed. The device with preprocessing includes a first memory configured to store raw data, and a field programmable gate array (FPGA) in which reconfigurable augmentation modules are programmed, where the FPGA includes a decoder configured to decode the raw data, a second memory configured to store the decoded raw data, and a processor, where the processor is configured to determine target augmentation modules, from among the reconfigurable augmentation modules, based on a data preprocessing pipeline, perform the data preprocessing pipeline using the determined target augmentation modules to generate augmented data, including an augmentation of at least a portion of the decoded raw data stored in the second memory using an idle augmentation module, from among the target augmentation modules, and implement provision of the augmented data to a graphics processing unit (GPU) or Neural Processing Unit (NPU).",,G06T1/20;;G06N3/09;;G06N3/063;;G06N5/02;;G06N3/08;;G06N3/063;;G06F13/1615;;G06T1/20;;G06N20/00;;G06T1/20;;G06T1/20;;G06N20/00,antiSeed
102-906-122-471-919,"METHODS AND SYSTEMS FOR UPDATING AN OBJECTIVE QUALITY SCORE OF A VIDEO FLOW AND FOR PROCESSING A VIDEO FLOW The proposed method updates an objective quality score (10QS) of a video flow, wherein the video flow is generated (E10) at least according to a scenario (GS), encoded (E20) by a video encoder (M20) and decoded (E25) by a video decoder (M251, M252). The method comprises the steps of : - determining (E30) an objective quality score (10QS) of said video flow (VF20, VF251, VF252) after the encoding step (E20) or after the decoding step (E25); - determining obtaining (E35) at least one update parameter (ai) to update of said objective quality score (10QS), this parameter (ai) being dependent on at least one characteristic (Pi) among a characteristic (P10) of said scenario (GS) and a characteristic (P20) of said video encoder (M20); and - updating (E40) said objective quality score (10QS) by using a mapping function (MF) parameterized by said at least one update parameter (ai).",,A63F13/355;;A63F13/358;;H04N19/154;;A63F13/52;;G06T7/0002;;H04N19/102;;A63F13/00,antiSeed
193-536-245-666-834,"Systems and methods for reducing flicker artifacts in imaged light sources Systems, methods, and computer-readable media are disclosed for reducing flickering artifacts in imaged light sources. Example methods may include receiving images corresponding to a scene captured by a camera; determining a light source in the scene using at least one artificial intelligence (AI)-based algorithm; determining, using an event-based camera, data representing flickering of the light source, the flickering having a frequency; determining, based on the data, that a time duration of overlap between an on state of the light source and an exposure time of the camera is below a threshold; and delaying the exposure time of the camera by a delay time to increase the time duration of overlap.",,H04N25/633;;H04N23/61;;H04N23/617;;H04N23/745;;H04N23/90;;H04N23/73;;H04N23/71;;H04N23/745;;H04N5/235,antiSeed
040-865-457-070-556,"Apparatus and method for producing small gas bubbles in liquids An apparatus for creating microbubbles of gas in a liquid. A vertical pipe member is adapted to receive a liquid-gas mixture having gas bubbles of larger diameter therein. A series of horizontally-extending apertures are provided to permit the pipe member to expel such liquid-gas mixture radially outwardly from such pipe member. The expelled liquid-gas mixture may contact the sides of a containment vessel. In a refinement of the invention, a specific relationship is further specified between the exit area of the apertures and the interior cross-sectional area of the pipe member, in order to most suitably convert the gas bubbles in such liquid-gas mixture to microbubbles of a desired small size when expelled under pressure from such pipe member via such apertures. A method of converting gas bubbles in such liquid-gas mixture to gas microbubbles is further disclosed.",,F24F8/10;;B01F23/2132;;B01F23/2322;;B01F23/454;;B01F25/25;;B01F25/3121;;B01F25/45;;B01F25/4521;;B01F25/53;;B01F25/72;;B01F2101/305;;C02F1/74;;C02F1/78;;F24F8/22;;Y10S261/75;;B01F23/2132;;B01F23/2322;;B01F23/454;;B01F25/25;;B01F25/3121;;B01F25/45;;B01F25/4521;;B01F25/53;;B01F25/72;;B01F2101/305;;C02F1/74;;C02F1/78;;F24F8/10;;F24F8/22;;Y10S261/75;;B01F3/04;;B01F3/08;;B01F5/02;;C02F1/74;;C02F1/78;;F24F8/10,antiSeed
031-063-019-426-005,"Pharmacy episodes of care A computer-implemented method for grouping, categorizing, and profiling pharmaceutical claims data to assist health care managers in determining (a) medication treatment experience, outcomes, and medication compliance behaviors of patients and (b) appropriate drug prescribing, medication coordination, and cost-efficiency of health care providers. An objective means is provided for categorizing and quantifying patterns of prescription drug utilization as a health care service within a clinically relevant time frame. A pharmacy episode group (PEG) is a pharmacologically homogenous grouping of drugs with the same therapeutic ingredients used by a patient once or over an extended period of time. The PEG is a patient-centered pharmacy classification unit, which uses script-level pharmacy claim data as input data and assigns each script to the appropriate episode. Pharmacy episodes are categorized based on algorithms linking the pattern of a physician's recommended use (drug supply) and the patient's pattern of compliance (intervals between fill dates). The system also identifies multi-drug and concurrent use drug episodes, flags patients' records where intervals between scripts suggest non-compliance with recommended therapy, selects the most recent claims, resets windows (episode start and end dates), and ultimately assigns all pharmacy claims to episodes.",,G06Q10/087;;G16H20/10;;G16H40/20;;G06Q10/087;;G16H20/10;;G16H40/20;;G16H10/60;;G16H20/10;;G16H40/20,antiSeed
156-251-200-255-803,TOUCHLESS TESTING PLATFORM ,,G06F11/3684;;G06F11/3688;;G06N20/00;;G06F15/76;;G06F11/3688;;G06N20/00;;G06F11/3688;;G06F11/3692;;G06F11/3684;;G06N20/00;;G06F15/76;;G01R31/31835;;G05B23/0229;;G06F16/9024;;G06F8/10;;G06F11/3696;;G06N5/02;;G06F11/008;;G06F11/3438;;G06F11/3476;;G06F11/3616;;G06F11/3664;;G06F11/3676;;G06F2201/865;;G06F11/36;;G06F15/76;;G06N20/00,antiSeed
133-377-602-881-945,"SYSTEM AND METHOD FOR EVALUATING BOTTOM HOLE ASSEMBLIES A method for evaluating one or more bottom hole assemblies (BHAs) includes receiving a plurality of inputs. The inputs include one or more properties of the one or more BHAs, a planned trajectory of a wellbore, and one or more properties of a subterranean formation into which the wellbore will be drilled. The method also includes simulating drilling the wellbore in the subterranean formation based at least partially upon the inputs. Drilling of the wellbore is simulated with one or more artificial intelligence (AI) agents. Drilling of the wellbore is simulated a plurality of times using each of the one or more BHAs, thereby producing a plurality of simulations. Each simulation is generated using a different one of the AI agents. The method also includes generating one or more outputs in response to simulating drilling the wellbore.",,G01V1/40;;E21B2200/20;;E21B44/00;;E21B2200/20;;G06F30/20;;E21B44/00;;E21B49/00;;G06F30/20,antiSeed
169-036-301-256-928,Image forming apparatus ,,G03G15/50;;G03G15/502;;G03G2215/00949;;G03G15/50;;G03G15/502;;G03G2215/00949;;G03G21/20,antiSeed
