Lens ID,Combined,Keyphrases,Classifications,Category
023-517-125-018-826,"Preparation method of basalt fiber board The invention discloses a preparation method of a basalt fiber board. The preparation method comprises the following steps: firstly, basalt fibers are processed to form three-dimensional basalt fiber fabric with a net structure, then liquid hot setting resin is utilized for fully infiltrating the three-dimensional basalt fiber fabric, and after cooling and solidifying, the basalt fiber board is obtained. According to the preparation method of the basalt fiber board, basalt fibers are utilized to serve as raw materials for making boards, therefore, the excellent property of basalt fibers is fully utilized; besides, basalt fibers are firstly subjected to pretreatment before board making, so that basalt fibers can be in mutual connection, the prepared three-dimensional basalt fiber fabric can serve as the framework of the basalt fiber board; liquid hot setting resin can be enabled to fully infiltrate the three-dimensional basalt fiber fabric, so that the excellent properties of the hot setting resin and the three-dimensional basalt fiber fabric are combined, the produced basalt fiber board can also has an excellent property, and can be extensively applied to various fields like buildings, chemical industry, metallurgy and aerospace.",,;;C08L63/00;;B29C70/34;;C08K7/04;;C08L61/06,mineralTextiles
039-960-356-295-561,"Glass fiber wall covering The present invention relates to a glass fiber textile fabric which is dimensionally stable and aesthetically pleasing and which finds particular applicability as a fabric for wall coverings. More specifically, the present invention relates to a method for the production of a glass fiber textile using a Leno weaving process.",,D03D13/008;;D03D15/267;;D03D15/49;;D03D19/00;;D10B2101/12;;D10B2401/16;;D10B2503/04;;D10B2505/02;;D03D15/00;;B32B27/00;;D03D19/00,mineralTextiles
056-172-657-263-378,"GLASS FIBER SIZING AGENT, GLASS FIBER, AND GLASS FIBER NONWOVEN FABRIC PROBLEM TO BE SOLVED: To provide: a glass fiber sizing agent capable of shortening a fiber opening time, and suppressing aggregation of opened glass fiber monofilaments; a glass fiber having the glass fiber sizing agent applied onto the surface thereof; and a glass fiber nonwoven fabric produced by using the glass fiber.SOLUTION: This glass fiber sizing agent includes an ethylene oxide-propylene oxide alkyl ether surfactant, wherein the mole ratio (x/y) of the mole number x of ethylene oxide to the mole number y of propylene oxide in the ethylene oxide-propylene oxide alkyl ether surfactant is 2-5.",,;;C03C25/10;;D06M15/53,mineralTextiles
060-450-230-005-953,"Basalt fiber complex stirrup The invention discloses a basalt fiber complex stirrup. The basalt fiber complex stirrup is a fiber stirrup which is formed by treating basalt fibers through a surface treatment agent and impregnating and curing through a matrix resin, wherein the basalt fibers are formed by manufacturing roving or complex twisted roving for textile processing; the diameter of the basalt fibers is 7-13mu m. The basalt fiber complex stirrup is reasonable in design, the basalt fibers having the specific component content are sequentially subjected to surface treatment and matrix resin impregnation, a fiber stirrup of which the mechanical property is superior to that in the prior art can be obtained, and the cost performance of manufacturing the fiber stirrup can be improved. Meanwhile, the service defects of the conventional glass fibers which are wide in application are overcome, and the basalt fiber complex stirrup has high application value and is low in manufacturing cost.",,;;C08L101/06;;C08K7/10;;C08K9/06;;C08L63/00;;C08L63/10;;C08L67/06,mineralTextiles
078-877-699-399-626,"Impregnation method for repairing and reinforcing using basalt textile The present invention relates to an impregnation method for repair and reinforcement using basalt fibers. More specifically, the present invention provides an impregnation apparatus of a fiber sheet for repair and reinforcement and an impregnation method using the same, wherein the impregnation apparatus of the fiber sheet for repair and reinforcement, as an impregnation apparatus for impregnating the fiber sheet with a reinforcing agent, comprises: an impregnation tank which has a filling space to fill the reinforcing agent therein, and has an outlet through which the reinforcing agent is discharged; a reinforcing agent supply unit which supplies the reinforcing agent to the impregnation tank; and a vacuum pump which maintains a vacuum state within the impregnation tank having the reinforcing agent filled therein. The reinforcing agent supply unit includes: a supply tank in which the reinforcing agent is filled; a transfer pipe which guides the reinforcing agent discharged from the supply tank; and a needle unit which receives the reinforcing agent transferred from the transfer pipe and supplies the reinforcing agent to the impregnation tank. The needle unit includes: a needle pipe which connects the transfer pipe and the supply tank; and a transfer unit including a driving motor and a transfer screw which is disposed within the needle pipe to transfer the reinforcing agent. The impregnation apparatus according to the present invention prevents a problem that the circulation pipe or the circulation tank has to be periodically maintained or replaced due to a problem of existing technology that the reinforcing agent is cured while the reinforcing agent is being stuck to an inner surface of a circulation pipe or a circulation tank in the circulation process by circulating the reinforcing agent to be filled in the impregnation tank, thereby enabling the reinforcing agent to be supplied through the needle unit of the reinforcing agent supply unit without resupplying the reinforcing agent. Further, the impregnation apparatus according to the present invention has an effect that vibration generated by a vibration unit installed in the impregnation tank not only removes bubbles of the reinforcing agent, but also enables the fiber sheet to be impregnated with the reinforcing agent uniformly and promptly.",,B29C70/443;;B29C70/18;;E04C5/07;;B29C70/44;;B29C70/18;;E04C5/07,mineralTextiles
087-313-791-775-033,"GLASS FIBER SIZING AGENT, GLASS FIBER, AND GLASS-FIBER REINFORCED THERMOPLASTIC RESIN MATERIAL PROBLEM TO BE SOLVED: To provide a glass fiber sizing agent which can materialize high sizing properties to control the breakage of glass fibers when a matrix thermoplastic resin and the glass fibers are mixed, the glass fibers coated with the glass fiber sizing agent, and a glass-fiber reinforced thermoplastic resin material using the glass fibers.SOLUTION: The glass fiber sizing agent, which is applied on the surfaces of the glass fibers, includes a copolymerization compound and aminosilane and is neutralized with an amine compound having a boiling point of at least 170°C so that the pH of the glass fiber sizing agent is 5.0-8.0.",,;;C03C25/10;;C08J5/08;;C08K9/06;;C08K9/08;;C08L101/00;;D06M13/368;;D06M13/513;;D06M15/263;;D06M101/00,mineralTextiles
094-253-354-731-958,"Basalt fibers applied to epoxy prepreg and production method of basalt fibers The invention provides basalt fibers applied to an epoxy prepreg and a production method of the basalt fibers, and belongs to the technical field of fiber production. The production method comprises the following steps: A, pretreatment: grinding basalt ores into basalt ore powder for standby application, and during feeding of a furnace stage, adding a certain quantity of the basalt ore powder at regular intervals, so that the basalt ore powder added per hour corresponds to a flow of a leakage plate; B, wire drawing: setting the flow of the leakage plate to correspond to yield of the furnace stage to obtain the basalt fibers; C, immersion: immersing the basalt fibers obtained in the step B with an immersion agent; D, yarn drying: adopting a temperature curve to bake the immersed basalt fibers to enable the immersion agent to be adhered to the surfaces of the basalt fibers thoroughly; and E, winding: enabling a plurality of basalt fibers to be stranded. The basalt fibers provided by theinvention can be rapidly combined with epoxy resin, and also have good wire drawing performance, winding performance, weaving performance and stable linear density.",,C03C13/06;;C03C25/36;;C03C25/40;;C03C25/465;;D02G3/16;;D06B15/00;;D10B2101/02;;C03C13/06;;C03C25/36;;C03C25/40;;C03C25/465;;D02G3/16;;D06B15/00,mineralTextiles
109-429-893-356-615,"SIZING AGENT FOR GLASS FIBER, GLASS FIBER, METHOD OF MANUFACTURING GLASS FIBER AND GLASS FIBER-REINFORCED THERMOPLASTIC RESIN <P>PROBLEM TO BE SOLVED: To provide a glass fiber-reinforced thermoplastic resin which is made possible to improve its mechanical characteristics much more by overcoming the weakness of a thermoplastic resin, a glass fiber used for the resin, a sizing agent for the glass fiber which is used for the glass fiber and a method of manufacturing the glass fiber used for the same. <P>SOLUTION: The sizing agent for the glass fiber contains a coating film-forming agent, an aldehyde capturing agent and a silane coupling agent. The glass fiber is a glass fiber surface-treated with the sizing agent of the glass fiber and the deposition ratio of the mass of the sizing agent for the glass fiber stuck on chopped strands to the mass of the non surface-treated glass fiber is 0.1-5.0 mass%. In the method of manufacturing the glass fiber, the sizing agent is applied on the surface of the glass filament continuously drawn from a bushing. The glass fiber-reinforced thermoplastic resin uses the glass fiber chopped strands as the reinforcing material. <P>COPYRIGHT: (C)2009,JPO&INPIT",,;;C03C25/10;;C08J5/08;;D06M13/513;;D06M15/285;;D06M15/39;;D06M15/564,mineralTextiles
100-478-221-589-006,TREATING ASBESTOS FIBRE TEXTILE PRODUCTS WITH BENTONITE ,,C03C25/00;;D06M7/005;;C03C25/00;;D02G3/40;;D02G3/44,mineralTextiles
116-629-722-381-760,INSECT-REPELLING TEXTILE PRODUCT ,,A01N53/00;;A01P7/04;;A01N47/16;;A01P17/00;;D06M16/00;;D01F8/02;;D01F1/02;;D06P1/004;;D06M2200/10;;D03D1/0047;;D03D15/217;;D03D15/225;;D03D15/283;;D03D15/513;;D03D15/533;;D03D13/004;;D03D15/54;;D03D15/275;;D10B2101/12;;D10B2201/02;;D10B2201/22;;D10B2331/02;;D10B2401/04;;D10B2401/14;;D10B2401/16;;D10B2501/00;;D10B2507/00;;D10B2401/063;;D03D15/573;;A01N53/00;;A01N25/10;;A01N25/34;;A01N47/16;;A01P7/04;;A01P17/00;;D06M13/224,mineralTextiles
120-745-523-788-528,"Pipeline repairing hose based on basalt fibers The invention discloses a pipeline repairing hose based on basalt fibers. The pipeline repairing hose based on the basalt fibers comprises a polyethylene surface layer, a polyester fiber material layer, a basalt fiber winding layer, a polyester textile adding layer and an outer layer adhesive which are sequentially distributed from outside to inside. The pipeline repairing hose is adhered to the inner wall of a pipeline needing to be repaired through the outer layer adhesive. The polyester fiber material layer and the polyester textile increasing layer play a supporting role. The hose forms the high-structural-strength pipeline repairing hose through a photosensitive curing or thermal curing mode, and the basalt fiber winding layer greatly improves the toughness of the pipeline repairing hose through a cross-winding structure. The structure can be suitable for repairing work of the urban pipeline, the internal bondability performance of the repairing hose is enhanced, the anti-shearingforce and the breaking force of the pipe wall of the hose are increased, the structural strength of the repairing hose is remarkably improved, and the service life is prolonged.",,F16L11/10;;F16L55/16;;F16L11/10;;F16L55/16,mineralTextiles
153-752-869-241-020,"Basalt fiber composite plate spring The utility model relates to a basalt fiber composite plate spring. The basalt fiber composite plate spring comprises a basalt fiber main spring, a basalt fiber auxiliary spring and a basalt fiber base plate, a plurality of basalt fiber auxiliary springs are arranged at the bottom of the basalt fiber main spring in an overlapped mode, and a basalt fiber base plate base is arranged at the bottom ofthe basalt fiber auxiliary spring on the bottommost layer. And spring eyes are arranged at two ends of the basalt fiber main spring through bolts. The utility model has the benefits of corrosion resistance, high strength, reasonable stress and convenience in installation.",,;;F16F3/02;;B60G11/10;;F16F1/26,mineralTextiles
172-216-470-815-176,"Integral textile composite fabric There is provided an integral textile composite fabric of non-woven, needled textile fibers which comprises at least one organic textile fiber layer of laid and needled textile organic fibers, at least one glass fiber layer of laid and needled glass fibers, and a plurality of needled stitches composed essentially of the organic fibers from the organic fiber layer needled in and disposed substantially through the glass fiber layer. The layers are bound together at their inner surfaces, are substantially non-detachable from each other and form an integral textile composite fabric having substantially uniform and high physical properties. There are at least 700 stitches per square inch passing through the glass fiber layer, and the organic fiber layer is essentially free, at least on the outer surface thereof, of glass fibers displaced from the glass fiber layer.",,B32B5/06;;D04H1/46;;Y10S55/35;;Y10T442/667;;B32B5/26;;B32B5/022;;B32B5/06;;B32B2250/20;;B32B2262/101;;B32B2307/304;;B32B2307/718;;D04H1/46;;Y10S55/35;;Y10T442/667;;B32B5/26;;B32B5/06;;B32B17/02;;B32B17/12;;D04H1/46,mineralTextiles
170-719-279-265-227,"Method for manufacturing a heat insulation The method involves providing a textile structure e.g. fabric, from inorganic fibers or combination of organic and inorganic fibers. The textile structure is treated with a bonding agent to receive a modified textile structure. The modified textile structure is coated with metals by gaseous phase separation. The inorganic fibers are selected from glass, carbon, silicate, ceramics, aluminium silicate, basalt, natural polymers and artificial polymers such as aramid, polyamide, polyimide and melamine resin. An independent claim is also included for a heat protection product.",,B60R13/0876;;B60R13/0861;;B60R13/0869;;B60R13/08;;C23C14/14;;C23C14/18,mineralTextiles
090-381-263-511-221,"PROCEDURE FOR TRANSFORMING FIBREGLASS FABRIC Procedure comprising a first phase of geometric transformation of fibreglass by pressure and temperature to the desired shape to follow with a second phase of application of pigments in different layers that are applied in a liquid manner with certain curing times, preferably a pressure is applied within a range from 3 bars to 7 bars, at a temperature comprised within a range from 120°C to 140°C, for a time of about 15 to 20 minutes, where the subsequent phase of application of pigments is carried out in four phases obtaining in each phase a layer with a thickness of between 5 to 10 microns with intermediate curing times within a range from 70 minutes to 110 minutes. A fabric with a non-conductive carbon fibre appearance of special application on electrical circuits is achieved.",,C03C25/002;;C03C25/005;;C03C25/1095;;C03C25/475;;C03C25/002;;C03C25/1025;;D06C7/00;;C03C25/002;;C03C25/005;;C03C25/1095;;C03C25/475,mineralTextiles
001-534-658-918-591,"FUNCTIONAL COATING METHOD OF BASALT FIBER AND BASALT FIBER CORE TWISTED YARN, BASALT FIBER AND BASALT FIBER CORE TWISTED YARN BY USING THE METHOD, AND PRODUCT WOVEN THEREFROM <P>PROBLEM TO BE SOLVED: To provide a functional coating method of a basalt fiber and a basalt fiber core twisted yarn, imparting flexibility and weaving easiness, etc., to the basalt fiber by coating the basalt fiber with a fluorine-based coating solution and imparting functionality to the basalt fiber and the basalt core yarn by coating a subsidiary yarn used for the basalt fiber or the basalt core yarn with a phosphorus-based flame-retardant coating solution and to provide the basalt fiber and the basalt core yarn applied by the method and products woven therefrom. <P>SOLUTION: The functional coating method of basalt fiber comprises a step of carrying out coating treatment of the surface of the basalt fiber by passing the basalt fiber for 1-2 m/min through a coating treatment solution containing a fluorine-based coating solution as a main component and kept to 20-25°C. <P>COPYRIGHT: (C)2009,JPO&INPIT",,C03C25/16;;C03C25/305;;C03C25/48;;C03C25/64;;D02G3/16;;D02G3/443;;Y10T428/249922;;Y10T428/2936;;Y10T428/2956;;D06M15/256;;D06M13/244;;C03C25/16;;C03C25/305;;C03C25/48;;C03C25/64;;D02G3/16;;D02G3/443;;Y10T428/249922;;Y10T428/2936;;Y10T428/2956;;D06M15/256;;D02G3/16;;D02G3/38;;D03D15/00;;D03D15/12;;D06M13/282;;D06M15/00;;D06M15/643;;D06M15/70,mineralTextiles
017-542-855-486-514,"High-density glass wool rigid panel An improved high-density glass wool rigid panel for use in the construction of air distribution ducting in air conditioning and heating installations of the sort made of a box-shaped high-density glass wool body with optional glass fiber reinforcing mesh is disclosed. The rigid panel is formed with a step on opposite sides, covered with aluminum strips on the larger surfaces, wherein there is an overlap of said aluminum strips on step running right around its smaller side.",,F24F13/0263;;B29K2309/08;;E04F17/04;;F24F13/0281;;Y10T428/237;;Y10T428/238;;F24F13/0263;;B29K2309/08;;E04F17/04;;F24F13/0281;;Y10T428/237;;Y10T428/238;;B29C70/00;;E04F17/04;;F24F13/02,mineralTextiles
034-765-936-752-022,"TEXTILE COMPRISING CERAMIC The present invention relates to a fabric associated with at least one ceramic material comprising a mixture of castor oil and linseed oil. Furthermore, the invention relates to a patch and to a textile product comprising said fabric.",,D06M11/45;;D06M11/46;;D06M11/48;;D06M11/485;;D06M11/49;;D06M11/79;;D06M13/2243;;D06M23/16;;D06N3/0063;;D06N3/16;;D06M11/45;;A61K9/70;;D06M11/46;;D06M11/48;;D06M11/49;;D06M11/79;;D06M13/224;;D06M23/16;;D06N3/00;;D06N3/16,mineralTextiles
054-836-703-017-773,"Electrically conducting textile and the method for realizing the same The invention pertains to the electrothermal field and in particular to the resistive heating elements on the basis of the glass-fibre textile with the pyrocarbon coating and may be used for the production of the heating elements in heaters for both industrial and domestic applications. For obtaining the electrically conducting textile with the wide range of resistance and for broadening its sphere of application, as well as lowering the deposition temperature and retaining low scattering of the resistance along the whole field of the textile, the said textile contains 0.2-15% weight of pyrocarbon of turbostrate structure with hydrogen content up to 2% weight and with density of 0.8-1.5 g/cm<3>, and 86.0-99.8% weight of glass-fibre textile with the softening temperature at least 650° C. The raw hydrocarbon materials used for pyrocarbon production are hydrocarbon oils with the viscosity of 8 to 23 sSt, which are preliminarily heated to 350-450° C. and in the flow of the inert gas are put through the nozzle with the developed surface at the temperature of 450-500° C., while the deposition of the pyrocarbon out of the chemical vapour is effected at 600-800° C. with the subsequent degassing of the obtained textile at 350-450° C. in the vacuum.",,H01B1/04;;H05B3/145;;H05B3/342;;H05B2203/013;;H05B2203/017;;H01B1/04;;H05B3/145;;H05B3/342;;H05B2203/013;;H05B2203/017;;H01B1/04;;H05B3/14;;H05B3/34,mineralTextiles
057-242-034-432-160,"SMOOTH TEXTILE REINFORCEMENT FOR PULTRUSION, METHOD AND DEVICE FOR PRODUCING SAME, AND USE THEREOF IN THE MANUFACTURE OF COMPONENTS USING PULTRUSION Textile reinforcement (1) that can be used for the creation of composite components by pultrusion, comprising a reinforcing layer (200) having lengths of fibreglass (3) oriented randomly and coated in a polyester binder (4), in which: – the reinforcing layer (200) comprises at least one reinforcement layer (6, 6a) formed of fibres structured as a weave or as a mesh, or as longitudinal and transverse filaments, – the reinforcing layer (200) comprises at least one thickness layer (2), adjacent to the reinforcement layer (6), and based on the said lengths of fibreglass (3) oriented randomly and coated in a polyester binder (4), – at least one first surface layer (5) as a web of fibres forms a first external face of the textile reinforcement (1), – a second external face of the textile reinforcement (1) is formed by the said at least one reinforcement layer (6) or by a second surface layer as a web of fibres, – the polyester binder (4) binds the layers of the textile reinforcement (1) together.",,B29C70/52;;B29B11/16;;B29B15/12;;B32B5/022;;B32B5/024;;B32B5/26;;B32B7/12;;B32B2250/03;;B32B2250/05;;B32B2260/023;;B32B2260/046;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/101;;B32B2307/54;;B32B2307/718;;D04H1/4218;;D04H1/593;;D04H1/60;;D04H3/004;;D04H3/045;;B29C70/52;;B29B11/16;;B29B15/105;;B29B15/12;;B29K2067/00;;B29K2101/10;;B29K2105/06;;B29K2309/08;;B32B5/022;;B32B5/024;;B32B5/26;;B32B7/12;;B32B37/24;;B32B2250/03;;B32B2250/05;;B32B2260/021;;B32B2260/023;;B32B2260/046;;B32B2262/0253;;B32B2262/0261;;B32B2262/0276;;B32B2262/101;;B32B2264/0278;;B32B2307/54;;B32B2307/718;;D04H1/4218;;D04H1/593;;D04H1/60;;D04H3/004;;D04H3/045;;D04H1/4218;;B29C70/52;;B32B5/26;;D04H1/593;;D04H1/60;;D04H3/004;;D04H3/045,mineralTextiles
105-373-193-061-351,"Molding of glass wool with wrinkle-free surface The process includes a first molding step with an upper surface of the glass wool pelt having been sprayed with water and with a lower surface of the glass wool pelt insulated from the lower mold portion by a previously molded glass wool insulating sheet, and a second molding step with the insulating sheet removed.",,B29C70/46;;B29C2791/001;;B29K2105/0854;;B29K2503/04;;B29L2031/3005;;D04H1/4218;;D04H1/58;;B29C70/46;;B29C2791/001;;B29K2105/0854;;B29K2503/04;;B29L2031/3005;;D04H1/4218;;D04H1/58;;B29C70/46;;D04H1/00,mineralTextiles
151-682-261-067-884,"GLASS FIBER PRODUCT CONTAINING RECYCLED GLASS FIBERS AND PROCESS FOR RECYCLING GLASS FIBER PRODUCTS Subject of the invention is a method for recycling a glass fiber product waste to obtain recycled glass fibers. By using the waste glass mat recycling method of the invention a complete separation of the glass fibers from the binder or any other bonded precipitations is achieved. The glass fibers regained by the method are undamaged glass fibers having preserved their original geometry and mechanical performance. Surprisingly the recycled glass fibers have a surface that is very smooth, plain and wave less. A further subject of the invention is glass fiber product comprising glass fibers and at least one binder is provided, wherein the glass fibers contain at least 2 % by weight of recycled glass fibers and up to 98 % by weight of new glass fibers.",,D04H1/4218;;D04H1/4274;;B29B17/02;;B29B2017/0293;;B29B2017/0224;;C08J5/243;;B09B3/80;;B09B3/32;;B09B2101/85;;B09B3/35;;B09B2101/50;;C03C1/002;;C03C13/00;;C03C25/70;;C03C2213/00;;D04H1/4218;;C08J11/24;;D04H1/4274,mineralTextiles
196-354-800-007-638,"Basalt fiber composite and method of fabricating of the basalt fiber composite Provided is a production method of a basalt fiber composite material. The production method of a basalt fiber composite material comprises the steps of: spreading basalt fibers; providing a surfactant to the spread basalt fibers; providing a binder to the surfactant-provided basalt fibers; providing a thermoplastic resin to the binder-provided basalt fibers to impregnate the basalt fibers with the thermoplastic resin; passing the basalt fibers impregnated with the thermoplastic resin through a slit to produce a basalt fiber tape; applying heat to the basalt fiber tape passed through the slit to pass the tape through a roller; and producing a plurality of the basalt fiber tapes, and then stacking the same to produce a basalt fiber tape-stacked structure. Accordingly, a high-strength basalt fiber composite material is able to be produced through a simplified process at reduced costs.",,C03B37/00;;C03C13/06;;B32B5/26;;B32B27/12;;B32B38/004;;B32B38/08;;B32B2260/021;;B32B2260/046;;B32B2307/54;;B32B2262/108;;B32B2405/00;;B32B38/00;;B32B5/26;;B32B27/12;;B32B38/08;;C03B37/00;;C03C13/06,mineralTextiles
005-084-291-819-414,"BINDER FOR GLASS FIBER, GLASS FIBER, MANUFACTURING METHOD OF GLASS FIBER AND GLASS FIBER-REINFORCED THERMOPLASTIC RESIN MATERIAL <P>PROBLEM TO BE SOLVED: To provide a binder for a glass fiber capable of constituting a glass fiber-reinforced resin material which is durable even under a severe environment of wet heat such as dipping treatment in hot water by strengthening interfacial bonding with a glass fiber strand and a matrix resin and to provide a glass fiber subjected to surface treatment with the binder and also to provide the glass fiber-reinforced resin material using the glass fiber. <P>SOLUTION: The binder for the glass fiber contains an acetylene glycol based surface active agent, a film forming agent and a silane coupling agent. The surface of the glass fiber is coated with the binder for the glass fiber in a deposit rate within a range of 0.1 mass% to 5.0 mass%. In addition, in the glass fiber-reinforced material, the glass fiber is contained in a thermoplastic resin. <P>COPYRIGHT: (C)2009,JPO&INPIT",,;;C03C25/10;;C08J5/08;;D06M13/148;;D06M13/517;;D06M15/564,mineralTextiles
001-662-933-367-015,"Glass fiber and glass fiber composite material The utility model relates to the technical field of glass fiber composite materials, and discloses a glass fiber and a glass fiber composite material, which comprise a protective shell, a glass fiber composite material body is movably arranged in the protective shell, and a flame-retardant material is arranged at the central position in the glass fiber composite material body. A guide pipe is arranged on the outer surface of the flame-retardant material, and a movable plate is movably installed on the top of the protective shell. The waterproof layer, the breathable layer and the corrosion-resistant layer are uniformly distributed on the periphery of the inner wall of the flame-retardant material, and the waterproof layer, the breathable layer and the corrosion-resistant layer are communicated, so that heat is effectively ensured to penetrate into the flame-retardant material from the glass fiber composite material body; through the arrangement of the waterproof layer, the breathable layer and the corrosion-resistant layer, heat can be dissipated out of the interior of the glass fiber composite material body in time, the breathability of the glass fiber composite material body is guaranteed, and damage to the glass fiber composite material body is reduced.",,;;B32B3/24;;B32B1/08;;B32B3/22;;B32B17/02;;B32B17/06;;B32B33/00,mineralTextiles
003-750-950-039-534,"Glass composition for glass fiber, glass fiber, method for making a glass fiber, and composite material This invention provides a glass composition for glass fiber. The glass composition exhibits a high conformity in optical constants with a transparent resin having a refractory index of 1.47 to 1.56, a high affinity with the resin, excellent melting property and spinning property, and excellent durability against chemical substance. This invention also provides a glass fiber, a method for making a glass fiber, and a composite material by combining the glass fiber with an organic resin. The glass composition for glass fiber of this invention contains, glass components in terms of oxide-equivalent in mass%, 60 to 75% of SiO2, 0 to 10% of AI2O3, 0 to 20% of B2O3, 5 to 15% of Li2O+Na2O+K2O, 0 to 10% of MgO +CaO+SrO+BaO+ZnO, 0 to 10% of TiO2, and 0 to 10% of ZrO2. The glass fiber is constituted by the glass composition for glass fiber. The method for making the glass fiber includes the steps of melting the glass composition of the present invention in a heat-resisting container, continuously extruding the melten glass through a heat resisting nozzle to form a glass fiber, applying a coating agent onto the surface of the glass fiber, and continuously taking up the surface-eoated glass fiber. The composite material is obtained by combining the glass fiber with an organic resin.",,C03B37/04;;C03C3/091;;C03C3/093;;C03C13/00;;Y02P40/57;;C03C3/093;;C03C3/078;;C03C3/083;;C03B37/04;;C03C3/091;;C03C3/093;;C03C13/00;;Y02P40/57;;C03C13/00;;C03B37/02;;C03C3/093;;C03C25/10;;C08K7/14,mineralTextiles
025-467-947-875-157,"DESIZING GLASS TEXTILE MATERIALS 1278820 Desizing glass materials. CAROLINA NARROW FABRIC CO 30 Sept 1969 [1 Oct 1968 17 Sept 1969] 48103/69 Headings D1K and D1P Glass-fibre materials, e.g. yarns and fabrics are desized and finished, whereupon their strength may be increased, in a process comprising subjecting the material to a size converting enzyme, washing, followed by the application of a textile finish. The desizing solution and the finish which may be a pigment containing resin binder may be applied by forcing solution through a wound package of glass yarns to which a lubricant may be applied after desizing. The finish may also be applied whilst winding the yarn from one package to another such as by padding. After application the finish may be cured, e.g. by heat treatment. Conventional textile treating agents such as surfactants, stabilizers, antimigrants, pigments and cross-linking agents may be included in the ""finish"" solution. Fig. 4 shows a warp knit fringe comprising (1) chain-stitched fibre glass yarns 18, (2) laid in natural-coloured Taslon-bulked fibre glass yarns 20, (3) laid-in orange unbulked fibre glass yarn 22 and laid-in gold unbulked fibre glass yarns 24. Fig. 5 shows a warp knit fabric consisting of multifilament polyesters yarns 26 with laid-in fibre glass yarns 28 lapped to the adjacent stitch chains. Fig. 1 shows a double pick plain woven fabric with glass fibre warp yarns 10 and glass fibre weft yarns 12. Fig. 2 shows a leno-woven fabric also made of glass fibre yarns, Fig. 3 shows a fabric tape made of glass fibre yarns, Fig. 6 shows a pile fabric of woven jute 30 penetrating fibre glass yarns 32 and Fig. 7 shows a pile fabric similar to Fig. 6 in which three differently coloured yarns are plied together to form a multi-coloured pile yarn. The yarns used in these fabrics have been desized and treated as described above.",,D05C17/02;;C03C25/70;;D03D27/00;;D04B21/14;;D10B2101/06;;D10B2503/04;;D10B2505/08;;Y10T428/23993;;Y10T428/2964;;Y10T442/3049;;D05C17/02;;C03C25/70;;D03D27/00;;D04B21/14;;D10B2101/06;;D10B2503/04;;D10B2505/08;;Y10T428/23993;;Y10T428/2964;;Y10T442/3049;;C03C25/70;;D03D27/00;;D04B1/14;;D05C17/02,mineralTextiles
087-288-381-994-864,"Preparation process and application of antistatic cashmere blended yarn The invention relates to the field of textile products, in particular to a preparation process and application of antistatic cashmere blended yarn. The preparation process of the antistatic cashmere blended yarn comprises the following steps: S1, mixing fibers and cashmere; s2, carding and sliver discharging; s3, fiber combing; s4, roving treatment; s5, spun yarn treatment; and S6, spooling. According to the preparation technology of the antistatic cashmere blended yarn, the prepared antistatic cashmere blended yarn is different from existing cashmere blended yarn and other common yarn products, and the antistatic cashmere blended yarn can still keep excellent antistatic property, excellent mechanical property and other properties after being washed for multiple times and used for a long time; the fading phenomenon of the antistatic property and the mechanical property is avoided, and the use quality and the service life of a yarn product are greatly improved and prolonged.",,D02G3/04;;D06M11/79;;D06M11/46;;D10B2211/02;;D10B2101/12;;D06M2101/40;;D02G3/04;;D06M11/46;;D06M11/79;;D06M101/40,mineralTextiles
152-249-574-601-709,"IMPROVED TRAMPOLINE This patent application relates to a trampoline, comprising: a plurality of guardrail poles (1), a plurality of side-frame tubes (2), a plurality of support-leg tubes (3), a guardrail netting (4), and a plurality of connecting pieces (5), the guardrail poles (1), the side-frame tubes (2) and the support-leg tubes (3) being connected together by the connecting pieces (5), wherein each of the plurality of guardrail poles (1) includes an upper fibreglass rod (10), a lower fibreglass rod (11), an internal securing tube (12), and an external securing tubes (13); wherein of the upper fibreglass rod (10) and the lower fibreglass rod (11), a first one is connected to the internal securing tube (12) by welding, and a second one is housed within the internal securing tube (12), said external securing tube (13) fitting over an outside of the internal securing tube (12); wherein a stop section (130) is provided on said external securing tube (13) which reaches and connects to the internal securing tube (12) or the upper fibreglass rod (10) or the lower fibreglass rod (11), wherein the guardrail netting (4) includes a plurality of securing fabric sleeves (6) stitched to the top of said guardrail netting (4), the top of each upper fibreglass rod (10) having a ball-shaped section (100), each securing fabric sleeve (6) including a first constituent part (60) matching the ball-shaped section (100), and a second constituent part (61) matching the upper fibreglass rod (10), a width of said first constituent part (60) being larger than a width of the second constituent part (61), the second constituent part (61) defining a gap opening in a middle of the second constituent part (61), wherein each connecting piece (5) includes a lower securing tube (52) and a securing component, a bottom end of each lower fibreglass rod (11) being contained within the lower securing tube (52) and secured to the lower securing tube (52) by the securing component.",,A63B5/11;;A63B71/022;;A63B71/023;;A63B2071/009;;A63B2208/12;;A63B2209/02;;A63B2209/026;;A63B2210/50;;A63B2225/30;;F16B7/0433;;F16B7/0486;;F16B7/1472;;A63B5/11;;A63B71/0054;;A63B2209/023;;A63B5/11;;A63B71/02;;B29C65/00;;F16B7/00,mineralTextiles
